Page ID,Page Name,Disclaimer,Amount Spent (USD)
1667638686847579,The Collective PAC,THE COLLECTIVE PAC,≤100
197374340229,E2 - Environmental Entrepreneurs,E2 (Environmental Entrepreneurs),≤100
1481947022035427,Zurich Advocacy,Zurich American Insurance Company,≤100
7341997111,Conservation International,Conservation International,≤100
780941275347834,Ilhan Omar,ILHAN FOR CONGRESS,≤100
1764185850558806,Apex Clean Energy,Apex Clean Energy,≤100
112600915451330,No Labels,No Labels,≤100
158791100909689,Concerned Veterans for America,Concerned Veterans for America,≤100
324388020982326,Fulfill,Fulfill Monmouth & Ocean,≤100
113731336694,Goldwater Institute,"GOLDWATER INSTITUTE ,THE",≤100
342006339184405,National Children's Alliance,NATIONAL CHILDRENS ALLIANCE INC,≤100
117507751891,United Poultry Concerns,"UNITED POULTRY CONCERNS, INC",≤100
97261063097,Global Fund for Women,"GLOBAL FUND FOR WOMEN, INC., THE",≤100
1166660030079480,National Democratic Redistricting Committee,National Democratic Redistricting Committee,≤100
15779440092,National Review,"NATIONAL REVIEW, INC.",≤100
420785874975425,Conservative Institute,The Conservative Institute,≤100
186108419168,SEIU Local 503,"SERVICE EMPLOYEES INTERNATIONAL UNION LOCAL 503, OREGON PUBLIC EMPLOYEES UNION",≤100
157277400862,The Bell Policy Center,BELL POLICY CENTER,≤100
1067735749908158,The Nayshun,The Nayshun,≤100
109637125764343,Population Connection,Population Connection,≤100
103221163140989,Pet Partners,Pet Partners,≤100
999775873528189,Stopping Socialism,Justin Trask Haskins,≤100
7145381235,American Jewish World Service - AJWS,"AMERICAN JEWISH WORLD SERVICE, INC.",≤100
359933137438156,Nine Line Apparel,Nine Line Apparel,≤100
461204744067686,Family Protection Association,Family Protection Association,≤100
155539811133613,Clearity Foundation,"WHAT IF?, INC.",≤100
466164103423147,Thorn,Thorn with Facebook Ad Credits,≤100
173837496125511,Conscious Step,Conscious Step,≤100
290548664672,First Liberty,First Liberty Institute,≤100
1389807071117013,Lynn Afendoulis,Lynn Afendoulis for Congress,≤100
19010003406,Elisabeth Haub School of Law at Pace University,Pace University Law School,≤100
546497545399440,ASEC - African Sisters Education Collaborative,African Sisters Education Collaborative,≤100
212677670907,American Constitution Society,AMERICAN CONSTITUTION SOCIETY,≤100
1764680377156652,Trumpy Bear,EXCEPTIONAL PRODUCTS INC,≤100
113975140049132,Wayne Reid,Wayne A Reid,≤100
69039563201,Open Doors USA,"OPEN DOORS WITH BROTHER ANDREW, INC.",≤100
312870062895448,StateThugs,StateThugs.com,≤100
106333028376,"Nichols Kaster, PLLP",Nichols Kaster PLLP,≤100
14851158643,Southern Utah Wilderness Alliance,SOUTHERN UTAH WILDERNESS ALLIANCE,≤100
602714436529710,End Citizens United,END CITIZENS UNITED,≤100
67290148351,Sites by Sara,These ads ran without a disclaimer,≤100
72931140459,Center for Biological Diversity,"CENTER FOR BIOLOGICAL DIVERSITY, INC.",≤100
11131463701,truth,TRUTH INITIATIVE FOUNDATION,≤100
402120963932260,Counterpoint,Counterpoint,≤100
47924244850,Tony La Russa's Animal Rescue Foundation,Tony La Russa's Animal Rescue Foundation,≤100
243498882520314,FoodFinder,"FOODFINDER, INC.",≤100
586147734741827,Post Hill Press,Post Hill Press,≤100
651032398295103,Faith on View,Rondall Chambers Reynoso,≤100
212710169546965,Make America Great Again 2020,National Patriot Association,≤100
134452023239984,Human Coalition,Human Coalition,≤100
433364950062784,Power Over Energy,Power Over Energy,≤100
37892661587,JDC,JDC,≤100
24302792343,UUSC: Unitarian Universalist Service Committee,UNITARIAN UNIVERSALIST SERV  COMMIT,≤100
186891114706643,Help Animals India,HelpAnimalsIndia,≤100
153080620724,Donald J. Trump,"DONALD J. TRUMP FOR PRESIDENT, INC.",≤100
319618354715606,Providence Student Union,Providence Student Union,≤100
328853823844484,Balance of Power,Balance of Power,≤100
530604487365010,Old Glory Flagpole Kits,Service First Flag Poles,≤100
1488803804538481,Mike Siegel for Congress - TX-10,MIKE SIEGEL FOR CONGRESS,≤100
80987211775,Bill Cassidy,Bill Cassidy for US Senate,≤100
61288747990,Real Warriors,Real Warriors Campaign,≤100
58051322414,Committee to Protect Journalists,Committee to Protect Journalists with Facebook Ad Credits,≤100
940653386126953,Standingwithyou.org,Amanda Lord,≤100
1449073545419430,The Lone Liberal Republican,Arthur Winter,≤100
2309566456030859,Human Coalition Action,Human Coalition,≤100
281844617168,Jewish Voice Ministries International,JEWISH VOICE MINISTRIES INTERNATIONAL,≤100
18479402361,No Kid Hungry,No Kid Hungry,≤100
635850443292528,Nasty Woman Coloring,Nasty Woman Coloring,≤100
1402827079932843,Low Income Relief,The Lighthouse Information Network LLC,≤100
8607847994,Iraq and Afghanistan Veterans of America,Iraq and Afghanistan Veterans of America,≤100
172783160290727,New Civil Liberties Alliance,NEW CIVIL LIBERTIES ALLIANCE,≤100
105953890782784,The Factual,Jacob Aaron Soroka,≤100
652735891861686,Ben Loyola,BEN LOYOLA FOR CONGRESS,≤100
10150100007820094,Wendy Davis,WENDY DAVIS FOR CONGRESS,≤100
181924628560212,SumOfUs,SumOfUs,≤100
319982881752525,Kara Eastman,EASTMAN FOR CONGRESS,≤100
1917715138510680,Follow Your Legend,Legend Bracelet,≤100﻿109295990419284,Esther For Congress,ESTHER FOR CONGRESS,≤100
221364705166573,NUNYO & COMPANY,NUNYO & COMPANY,≤100
100401327980848,National Parents Union,National Parents Union,≤100
104135540994022,Make Them Cry Again,Make Them Cry Again,≤100
252814820267,HIAS,HIAS,≤100
10150096009920008,Pro-Life Action League,PRO LIFE ACTION LEAGUE,≤100
66799564552,The Idaho Foodbank,"IDAHO FOODBANK WAREHOUSE, INC.",≤100
511235549007985,PRJKT RUBY,PRJKT RUBY,≤100
1997948090437271,Global Emergency Response Coalition,Global Impact,≤100
111751877511,Emerald Coast Children's Advocacy Center,"EMERALD COAST CHILDREN'S ADVOCACY CENTER, INC.",≤100
202281636466702,Unseen,Unseen,≤100
111970730196550,World War Zero,AMERICAN SECURITY PROJECT,≤100
142079411336,Second Harvest Food Bank of East Central Indiana,Second Harvest Food Bank of East Central Indiana,≤100
2459483887446034,Kristine Schanbacher,KRISTINE SCHANBACHER FOR CONGRESS,≤100
116748296398796,American Savings,Rachael Anne Ginzel,≤100
717115395103069,PrintedKicks,Printed Kicks,≤100
987698164585861,Citizen Ed,Citizen Education,≤100
834645469890446,Devin Nunes,DEVIN NUNES CAMPAIGN COMMITTEE,≤100
169294473121454,Policetees.com,PoliceTees.com,≤100
2393452334263393,"Andom Ghebreghiorgis for Congress, NY-16",ANDOM FOR CONGRESS,≤100
79820371749,Ayanna Pressley,THE COMMITTEE TO ELECT AYANNA PRESSLEY,≤100
342294162453301,Planned Parenthood,Planned Parenthood Federation of America,≤100
205148492837912,We Are Ohio,We Are Ohio,≤100
287031428106870,Chad Benson Show,The Chad Show,≤100
6851405967,CREDO Mobile,"CREDO MOBILE, INC.",≤100
560140464159364,Stand for the 2nd Amendment,SFT2 Tactical Supply,≤100
133937690180,Student Conservation Association,Student Conservation Association,≤100
7100914121,American Experience | PBS,WGBH EDUCATIONAL FOUNDATION,≤100
102592959026,Ocean Conservancy,"OCEAN CONSERVANCY, INC.",≤100
497348647140658,Point Source Youth,Point Source Youth,≤100
170582513587720,Liberty Through Wealth,The Oxford Club,≤100
336809833805923,Clever 'n Funny,Snugbee,≤100
732893460239314,QuickTake by Bloomberg,QuickTake by Bloomberg,≤100
21492729544,Catholic Relief Services,CATHOLIC RELIEF SERVICES - UNITED STATES CONFERENCE OF CATHOLIC BISHOPS,≤100
15041226930,Oxfam,"OXFAM AMERICA, INC.",≤100
213254292034436,Out & Equal Workplace Advocates,OUT & EQUAL WORKPLACE ADVOCATES,≤100
1682876188698809,United for Respect,United for Respect,≤100
2308987086026249,Joey Saladino,SALADINO FOR CONGRESS,≤100
513785465632396,Airline Passengers for Justice,Airline Passengers for Justice,≤100
21559454473,FAIR,FEDERATION FOR AMERICAN IMMIGRATION REFORM,≤100
200676905671,We Are ALPA,Air Line Pilots Association,≤100
330864807292568,Strong Family Alliance,Strong Family Alliance,≤100
90527934565,Global Energy Institute,The U.S. Chamber of Commerce,≤100
260754507296508,The Voter Participation Center,Voter Participation Center,≤100
50714237985,The Rutherford Institute,RUTHERFORD INSTITUTE,≤100
1747132688647028,Democratic Association of Secretaries of State,Democratic Association of Secretaries of State,≤100
44441577741,Lincoln Park Zoo,"LINCOLN PARK ZOOLOGICAL SOCIETY, THE",≤100
799816320039618,Douche Bag Tees,Matthew Dowd Mack,≤100
788632858205691,Zero Waste Face,Zero Waste Face,≤100
179773505382352,Committee on House Administration Republicans,official funds from the Committee on House Administration,≤100
125659792217847,Ocean Craft Apparel,Anna Grace Brown,≤100
85252863415,National Latina Institute for Reproductive Health,NATIONAL LATINA INSTITUTE FOR REPRODUCTIVE HEALTH,≤100
110061623807565,Kelly Loeffler,Georgians for Kelly,≤100
589787637733608,Scherie S. Murray,SCHERIE MURRAY FOR CONGRESS,≤100
8057376739,The Nature Conservancy,Nature Conservancy,≤100
262905633727,Los Angeles Mission,"Los Angeles Mission, Inc.",≤100
179042532903649,Cindy Hyde-Smith,Cindy Hyde Smith for US Senate,≤100
140438538925,Penguin Press,Penguin Random House LLC,≤100
1711465445765878,Nancy Pelosi,NANCY PELOSI FOR CONGRESS,≤100
107858693983382,The GOP Shop,The GOP Shop,≤100
598720023670599,Delegate Jennifer Carroll Foy,Jennifer Carroll Foy for Delegate,≤100
1615018905412860,Progressive Turnout Project,PROGRESSIVE TURNOUT PROJECT,≤100
265268336865693,Do Amore,Do Amore Limited Company,≤100
13536897444,Corporate Accountability,Corporate Accountability International,≤100
1520852664890753,Beau Biden Foundation for the Protection of Children,Beau Biden Foundation for the Protection of Children,≤100
136299005939,Heifer International,HEIFER PROJECT INTERNATIONAL,≤100
654470874584798,Save The Inventor,Innovation Alliance,≤100
434635993263210,"King County, Washington - Government","King County, WA",≤100
170582513587720,Liberty Through Wealth,Meghan Deanne Mercer,≤100
1824165801199201,The Fight Against Antimicrobial Resistance,"Paradigm Solutions, LLC",≤100
361558330642296,Free the People,Free the People,≤100
1679521432262834,Physicians Grassroots Network,American Medical Association,≤100
159085947564255,American Sugar Alliance,American Sugar Alliance,≤100
77903485992,Concerned Women For America LAC,CONCERNED WOMAN FOR AMERICA LEGISLATIVE ACTION COMMITTEE,≤100
111878990214714,Trent Sutton,Sutton for Congress,≤100
1290536624348001,Informed Immigrant,FWD.us Education Fund,≤100
8002590959,Rainforest Action Network,RAINFOREST ACTION NETWORK,≤100
405355946226766,Todd Young,"FRIENDS OF TODD YOUNG, INC.",≤100
158020364262665,Dominion Energy,Dominion Energy,≤100
1799282383731277,TwoSeventy,Alexander Jared Deutsch,≤100
21375324480,The Heritage Foundation,HERITAGE FOUNDATION (THE),≤100
332717716852626,Andrew Warren,Andrew Warren for State Attorney,≤100
223315101050132,Waters Kraus & Paul,Waters Kraus & Paul,≤100
40973310753,Pathfinder International,Pathfinder International,≤100
109540537128749,Celia Williamson,Celia Williamson,≤100
564944890224398,Southworth PC - Attorneys For Federal Employees,Southworth PC,≤100
13063797831,Ben Ray Luján,PEOPLE FOR BEN,≤100
360303722260,Kathleen Williams for Montana,KATHLEEN WILLIAMS FOR MONTANA,≤100
766619180022147,Senator John Cooper,Cooper for Senate,≤100
384336778589668,Defend Our Constitution,COMMON CAUSE,≤100
300748678230,Tennessee Department of Economic and Community Development,Tennessee Department of Economic and Community Development,≤100
163148530407080,Captain Mark Kelly,MARK KELLY FOR SENATE,≤100
2584186891809661,Dr. John Kruse,"Wasabi Publicity, Inc.",≤100
110177119192569,Knightscope,William Li,≤100
17432811417,Working Families Party,Working Families Party,≤100
438536186881177,All Clear Foundation,All Clear Foundation,≤100
196098536897,Texas Right to Life,Texas Right to Life,≤100
153821188020991,Park Avenue Christian Church,Park Avenue Christian Church,≤100
192771954102960,Jordan Sekulow,American Center for Law and Justice,≤100
2352630938293825,Mytacticalpromos,Entremax,≤100
686280825079327,Citizens for a Secure and Safe America,Citizens for A Secure and Safe America Non Profit Corporation,≤100
661744180680367,National Police Association,"NATIONAL POLICE ASSOCIATION, INC.",≤100
1316308285142040,Planet Home,"Equilibrium Management, LLC",≤100
1553978148244954,Build With Strength,Build With Strength,≤100
268311603350722,The American Independent,The American Independent,≤100
7192716362,Amnesty International USA,Amnesty International USA,≤100
113330620093147,Sunny for Congress,Suneetha Chaparala,≤100
100501598131634,Hotel and Motel Trafficking,X Social Media,≤100
1338822066131069,Women's March,Women's March,≤100
352527958302,Israel on Campus Coalition,Israel on Campus Coalition,≤100
709491732434343,שורת הדין - Shurat HaDin,Karen Almog,≤100
1320005784826065,Dora Villarreal for State's Attorney,Friends of Dora Villarreal,≤100
394817334402124,2020 Trump Bill,Innovative Ecomm LLC,≤100
290851614930809,Combat AntiSemitism,Combat Anti-Semitism,≤100
746938465317981,Nuclear Matters,Nuclear Matters,≤100
504161563089343,BlackPAC,Black PAC,≤100
1055873511190792,Hello Resistance,Hello Resistance Apparel,≤100
107488974083876,The Case for Democratic Socialism,Peter Shaw,≤100
546497545399440,ASEC - African Sisters Education Collaborative,African Sisters Education Collaborative (ASEC),≤100
441889753286654,Cornwell For Congress - NY22,CORNWELL FOR CONGRESS,≤100
38235851310,USA for UNHCR,UNITED STATES ASSOCIATION FOR UNHCR,≤100
67011831040,Canon Press,Canon Press,≤100
19420215926,CNSNews.com,MEDIA RESEARCH CENTER,≤100
1482947308676311,Topdust,cleancult,≤100
104933662932387,CreativeFuture,CreativeFuture,≤100
232201568659,Pacific Justice Institute,Linda Carol Losey,≤100
7642602143,Mother Jones,FOUNDATION FOR NATIONAL PROGRESS,≤100
747436915270894,Congressional Leadership Fund,CONGRESSIONAL LEADERSHIP FUND,≤100
852126105133242,Jerry Ford for Congress,Jerry Ford for Congress,≤100
112343553514636,Learn More,Brittney Diane Prieto,≤100
303060840551495,Congressman Steve Watkins,Congressman Steve Watkins,≤100
1402163209843649,Our.News,Our.News Holdings Inc.,≤100
105023768642,U.S. Chamber Institute for Legal Reform,US Chamber Institute for Legal Reform,≤100
161108570702119,Apologia Studios,Jeffrey Wayne Durbin,≤100
110321003670070,Trump Wear,Trump Wear,≤100
113676922032321,Larry Elder,Salem Media,≤100
107888314009005,Earrings for Hearing,Earrings For Hearing,≤100
109374912424067,Drew McKissick,DrewMcKissick.com,≤100
103197217821401,Donald J. Trump 2020,Trump Collections,≤100
100137754724934,Trump 2020 Supporters,Proud Right Winger,≤100
30914589895,The International Fellowship of Christians and Jews,"INTERNATIONAL FELLOWSHIP OF CHRISTIANS & JEWS, INC.",≤100
130467958471,Jason Lewis,JASON LEWIS FOR SENATE,≤100
283627317761,Atlanta Mission,Atlanta Mission,≤100
108180596030668,Elizabeth Dole Foundation,Elizabeth Dole Foundation,≤100
114710126648118,Republican Dogs,Trump Collars,≤100
27139120832,Advancing Native Missions,Advancing Native Missions,≤100
262173980908600,LTMshop,LTMShop,≤100
273474675643,HealthCareWithoutHarm,HEALTH CARE WITHOUT HARM,≤100
322870825821,Macmillan Audio,Dakota Cohen,≤100
156296274419595,HarperCollins,HARPERCOLLINS PUBLISHERS L.L.C.,≤100
136211573758668,State Representative Steve Allison,Steve Allison,≤100
59543893235,National Constitution Center,National Constitution Center,≤100
6334782252,Oceana,Oceana,≤100
1701899883357807,Seed Your Future,Seed Your Future,≤100
212464129085611,Pacific Garden Mission,PACIFIC GARDEN MISSION,≤100
302293756974913,Engel for Congress,ENGEL FOR CONGRESS,≤100
100242948013407,Parallel Products Green Energy Center,Parallel Products South Coast Green Energy Center,≤100
1050320055029012,Outrider Foundation,OUTRIDER FOUNDATION,≤100
6204742571,Sierra Club,SIERRA CLUB,≤100
157506044955437,The Andrew W. Mellon Foundation,"ANDREW W. MELLON FOUNDATION, THE",≤100
23954995487,FoodPrint,Foodprint,≤100
294196590710262,FWD.us,FWD.us,≤100
237788366660686,Tax March,Tax March,≤100
681834171951933,Department of Human Dimensions of Natural Resources at Colorado State,Department of Human Dimensions of Natural Resources – Colorado State University,≤100
262138411622,Faces of Lawsuit Abuse,US Chamber Institute for Legal Reform,≤100
159964696102,Kevin McCarthy,KEVIN MCCARTHY FOR CONGRESS,≤100
1993714917617167,Right Now MN,Right Now MN,≤100
12503116997,Dennis Prager,Salem Media,≤100
802271849850801,Freedom for All Americans,Freedom for All Americans,≤100
49651563727,Live Action,Live Action,≤100
500410440069924,Dan "Taxation Is Theft" Behrman for President 2020,COMMITTEE TO ELECT DAN TAXATION IS THEFT BEHRMAN,≤100
435917576827538,Minnesotans for Line 3,Minnesotans for Line 3,≤100
20876805343,March of Dimes,MARCH OF DIMES INC.,≤100
81517275796,UNICEF USA,UNITED STATES FUND FOR UNICEF,≤100
8934429638,Planned Parenthood Action,Planned Parenthood Action Fund,≤100
11111618026,Union of Concerned Scientists,"UNION OF CONCERNED SCIENTISTS, INC.",≤100
2102809453136561,Term Limit Pledge,TermLimitPledge.Org,≤100
458142697588014,AARP Public Policy Institute,AARP,≤100
1441704426074372,Douglas Taurel,The American Soldier,≤100
28889108258,Gospel for Asia,"GOSPEL FOR ASIA, INC.",≤100
104188284328588,US Polling Research,US Polling Research LLC,≤100
160264363992500,World Bicycle Relief,"WORLD BICYCLE RELIEF, NFP",≤100
181813995726,Avalara,"AVALARA, INC.",≤100
1092340954202973,Maya Rockeymoore-Cummings for Congress,Maya Rockeymoore-Cummings for Congress,≤100
243510442756370,Justice Democrats,JUSTICE DEMOCRATS PAC,≤100
34521916336,Brent Bozell,MEDIA RESEARCH CENTER,≤100
2353537341582545,Unicorn Politics,"Unicorn Wealth, LLC",≤100
114066205306277,Franciscan Friars of the Atonement,Franciscan Friars of the Atonement,≤100
334748476594191,Rodney Davis,Rodney for Congress,≤100
2036389409806378,Backpage's Role in Prostitution and Trafficking,X Social Media LLC,≤100
121626482110,Operation Smile,"OPERATION SMILE, INC.",≤100
108049693995845,Rep Republicans,Rep Republican,≤100
163965296965203,32BJ SEIU,LOCAL 32 BJ SEIU,≤100
117521968329803,The Talk On Main St,IT STARTS TODAY,≤100
1658135304460341,MANG,MANG,≤100
47710973068,Cooperative Action Network,National Rural Electric Cooperatives Association,≤100
1585761838387907,Unity College Online,Unity College,≤100
555394394483002,Urban Resource Institute,Urban Resource Institute,≤100
111393882812494,Amy McGrath,"AMY MCGRATH FOR SENATE, INC.",≤100
1438808983108348,BOLD PAC,CHC BOLD PAC,≤100
23790541544,Democrats,DCCC,≤100
6240652407,Young America's Foundation,YOUNG AMERICA'S FOUNDATION INC,≤100
114381685773074,One Man's Opinion,One Man’s Opinion,≤100
420424547981908,In Search of Liberty,Scott Dennis Welch,≤100
103156981159122,Beyond Patriots,Beyond Patriots LLC,≤100
125937197447634,ACTA - American Council of Trustees and Alumni,AMERICAN COUNCIL OF TRUSTEES AND ALUMNI,≤100
372082579523719,Rabbi Dr. Shmuly Yanklowitz,Rabbi Dr. Shmuly Yanklowitz,≤100
51005914361,AARP North Dakota,AARP,≤100
103285009618,Tennessee Entertainment Commission,Tennessee Entertainment Commission,≤100
238473269650980,Capital & Main,CAPITAL & MAIN,≤100
1392215517462479,Lingua Franca,These ads ran without a disclaimer,≤100
6231686654,Compassion International,"COMPASSION INTERNATIONAL, INCORPORATED",≤100
102860661680,Quetico Superior Wilderness News,Quetico Superior Foundation,≤100
621819117994495,24/7 Injury Attorney Network,Toro Media LLC,≤100
105211030887033,Janet for Congress,JANET BARRESI FOR CONGRESS,≤100
602040603170590,Americans for Food and Beverage Choice,Americans for Food and Beverage Choice,≤100
67180895597,National Shrine of St. Jude,The National Shrine of St. Jude,≤100
23516382545,B Corporation,B LAB COMPANY,≤100
624872801004570,Give a Child a Voice - Eric Erdman,Miguel Dacosta,≤100
1640213549563333,Ballot America,Lenox Augustine Ramsey Jr,≤100
155512689800,Global Footprint Network,Max Abe Pete,≤100
513144069179059,Parents for Public Charter Schools,Parents For Public Charter Schools,≤100
100391988083233,Triggered Freedom Apparel,Triggered Freedom Apparel,≤100
1961490360828207,SEMA US,SEMA US,≤100
135002490472474,Conor Lamb,CONOR LAMB FOR CONGRESS,≤100
162493793737,Rick Green,Richard Arlin Green,≤100
135298176481584,Marine Corps Scholarship Foundation,Marine Corps Scholarship Foundation,≤100
336142233246524,Rice Love,Rice Love,≤100
34362997676,United States Holocaust Memorial Museum,UNITED STATES HOLOCAUST MEMORIAL MUSEUM,≤100
168876449866088,The Years Project,The Years Project,≤100
151033324940505,The Cruise & Vacation Authority,Mathew Steele Barnard,≤100
19192438096,AAAS - The American Association for the Advancement of Science,American Association for the Advancement of Science,≤100
30618466815,Pacific Legal Foundation,Pacific Legal Foundation,≤100
2077991338990237,USA 45,USA45,≤100
102950803268,Food Bank of the Southern Tier,Food Bank of the Southern Tier,≤100
201446296572389,Compassion in World Farming (USA),Compassion In World Farming,≤100
505653766599222,America First with Dr. Sebastian Gorka,Salem Media,≤100
110557636095218,Real Matt Locke,The Matt Locke Show,≤100
20876805343,March of Dimes,Anthony Freitas,≤100
950998258312654,Knowhere,"Knowhere, Inc.",≤100
10252353761,Commonwealth Foundation,The Commonwealth Foundation,≤100
171651620209487,Brady PAC,Brady Pac,≤100
109232760538998,Care For Our Earth,Care For Our Earth,≤100
181183059253295,Dorsal Bracelets,Dorsal Bracelets,≤100
88224465289,Dropps,"Dropps (Cot'n Wash, Inc.)",≤100
1945237355733646,Giving Brush,Giving Brush LLC,≤100
117443068305863,INSS - The Institute for National Security Studies,Scott Bernard Lasensky,≤100
1005599569633367,Total Clarity,DIAMOND PRODUCERS ASSOCIATION,≤100
79125112926,Students for Life of America,"STUDENTS FOR LIFE OF AMERICA, INC.",≤100
215689771967950,Plastic Tides,"Plastic Tides, Inc.",≤100
292239232663,Children's HopeChest,CHILDRENS HOPECHEST,≤100
7735858972,Humane Society Legislative Fund,Humane Society Legislative Fund,≤100
263210730984251,We Are Great Again Pac,WE ARE GREAT AGAIN PAC,≤100
2283535575207809,Ditch Mitch,DITCH FUND,≤100
73727120674,Rush University System for Health,Rush University System for Health,≤100
2072638396208222,Adam's Nest,"PTOWNLOVESHACK, LLC DBA Adam's Nest",≤100
142370046577999,Shahid Buttar for Congress,Shahid Buttar for Congress Committee,≤100
186932688457686,CHNGE,CHNGE,≤100
925007000949719,ExxonMobil,Exxon Mobil Corporation,134
8047221596,Save the Children US,"SAVE THE CHILDREN FEDERATION, INC.",≤100
293225127381200,Patriot Depot,The Patriot Depot,≤100
1419388578092947,Anna Paulina Luna,ANNA PAULINA LUNA FOR CONGRESS,≤100
248181906078243,National Institute for Civil Discourse,CommonSense American,≤100
555787351119974,Coalition to Protect America's Health Care,Coalition to Protect America's Health Care,≤100
332172544231683,America's Plastic Makers,"AMERICAN CHEMISTRY COUNCIL, INC.",≤100
383877235817031,Keep America Great,Keep America Great,≤100
139398939438430,Left Action,Left Action LLC,≤100
224928441359860,Ajna Wellbeing - Holistic Health,These ads ran without a disclaimer,≤100
6333396177,NewsBusters.org,MEDIA RESEARCH CENTER,≤100
1383869268500535,Medicare World,Medicare World,≤100
219242560293,Meals on Wheels America,Meals on Wheels America,≤100
19889237539,ISRAEL21c,ISRAEL21C,≤100
605168822998856,314 Action,314 ACTION FUND,≤100
107334019308912,Olive Crest - USA,OLIVE CREST,≤100
100759124724678,TrumperDumper,Brian D Healy,≤100
1037044866336170,Coastal Rail Santa Cruz,Barry Sim Scott,≤100
83290028957,Care Net,CARE NET,≤100
102811956433456,Black Shawd,Darell Rhashad Shaw,≤100
196021640986783,Cristina Tzintzun Ramirez,CRISTINA FOR TEXAS,≤100
186203821400055,Sophie's Kitchen - Gourmet Plant-based Seafood,Sophie's Kitchen Inc.,≤100
151757038879920,Alyse Galvin for Congress 2020,ALYSE FOR ALASKA,≤100
116907753042353,TOL,Serdar Turan,≤100
681626158940626,Mission Roll Call,Americas Warrior Partnership,≤100
101391906600,Live Action News,Live Action News,≤100
1312233132124789,Millennial Policy Center,LIBERTY DAY,≤100
215281808519580,Random House,Penguin Random House LLC,≤100
174585105913598,Miyoko's,Miyoko's,≤100
48740660913,Quirk Books,Quirk Books,≤100
22219555276,Children's Defense Fund,CHILDRENS DEFENSE FUND (INC),≤100
57846092173,American Bible Society,American Bible Society,≤100
5633824547,FreedomWorks,"FREEDOMWORKS, INC.",≤100
1449461518652183,4Patriots,4Patriots LLC,≤100
627951147293090,FatFinger,Fat Finger LLC,≤100
1858795821008664,Warrior 12,Warrior 12,≤100
1825495131075739,Amazon Frontlines,Alexander Merrim Goff,≤100
276702939702491,Santa Barbara for Safe & Local Transport,Santa Barbara for Safe and Local Transport,≤100
456966364681704,Winning For Women,Winning for Women,≤100
107228297373435,Endangered Species,Kunimichi Michael Takahashi,≤100
1441722672744792,Their Turn,TheirTurn,≤100
198001351897,Wounded Warriors Family Support,WOUNDEDWARRIORS FAMILY SUPPORT INC,≤100
322728757761954,Victor Marx,All Things Possible,≤100
13649914583,Equality Now,"EQUALITY NOW, INC.",≤100
830121337093232,National Democratic Training Committee,NATIONAL DEMOCRATIC TRAINING COMMITTEE PAC,≤100
1842704275852807,Sleeptic,These ads ran without a disclaimer,≤100
309993142375589,Joe Kennedy III,KENNEDY FOR MASSACHUSETTS,≤100
202071006601223,The Good Party,"GOOD PARTY, INC.",≤100
107378107391730,651Gifts,Ellen Marie Lentsch,≤100
85064269154,Second Harvest Food Bank of Metrolina,Second Harvest Food Bank of Metrolina,≤100
237367506369,Texas Children's Hospital,Texas Children's Hospital,≤100
118303441570966,Home Ownership Matters,NATIONAL ASSOCIATION OF REALTORS,≤100
173380886407461,Team Amash,JUSTIN AMASH FOR CONGRESS,≤100
15239367801,The Wilderness Society,"WILDERNESS SOCIETY, THE",≤100
35169196082,Project HOPE,"PROJECT HOPE-THE PEOPLE-TO-PEOPLE HEALTH FOUNDATION, INC.",≤100
358113240871900,Nuclear Energy Institute,"NUCLEAR ENERGY INSTITUTE, INC.",≤100
474062436008137,Michael McCaul for Texas,"McCaul for Congress, Inc.",≤100
165987503528599,Lindsey Graham,"TEAM GRAHAM, INC.",≤100
14510925609,Free Press,Free Press,≤100
103520677807810,Bosisi Designs,.DEANA FRANCOISE CHENEY,≤100
244582632289534,The Family & Youth Institute,The Family and Youth Institute,≤100
11309713071,Gates Foundation,Bill & Melinda Gates Foundation,≤100
171516669541491,Bright Hope,BRIGHT HOPE INTERNATIONAL,≤100
12784656483,Union Rescue Mission,Union Rescue Mission,≤100
278490715553293,Martha McSally,MCSALLY FOR SENATE INC,≤100
309798029121030,Everytown for Gun Safety,Everytown for Gun Safety Action Fund Inc,≤100
261333864753713,Jack Brooks Foundation,Jack Brooks Foundation,≤100
203330919857759,All On The Line,National Redistricting Action Fund,≤100
101481144681537,inherit_my_breaking_wind,These ads ran without a disclaimer,≤100
175149559508478,TreeDiaper,Zynnovation LLC,≤100
424443217623488,Clarion Project,Clarion Project,≤100
103507411123766,Splentify,Splentify,≤100
2109637279297531,The Bad Seed,Adam Kidron,≤100
284946111858895,Debbie Mucarsel-Powell,DEBBIE FOR CONGRESS,≤100
546707688675095,Smart Approaches to Marijuana,SAM Action,≤100
6041057841,The Humane Society of the United States,"HUMANE SOCIETY OF THE UNITED STATES, THE",≤100
5435784683,Greenpeace USA,"GREENPEACE, INC.",≤100
240425642652222,South Florida Wildlands Association,South Florida Wildlands Association,≤100
126279571952,Huru International,HURU INTERNATIONAL,≤100
7292655492,MoveOn,MOVEON.ORG CIVIC ACTION,≤100
467804929927622,Jason Smith,JASON SMITH FOR CONGRESS,≤100
101984764551026,Hope Town United,Hopetown United,≤100
22339908994,Vote Solar,Vote Solar,≤100
1210101199161467,Real Maine Facts,Samuel I Katz,≤100
