Page ID,Page Name,Disclaimer,Amount Spent (USD)
10150096009920008,Pro-Life Action League,PRO LIFE ACTION LEAGUE,≤100
106333028376,"Nichols Kaster, PLLP",Nichols Kaster PLLP,≤100
237367506369,Texas Children's Hospital,Texas Children's Hospital,≤100
18479402361,No Kid Hungry,No Kid Hungry,≤100
7100914121,American Experience | PBS,WGBH EDUCATIONAL FOUNDATION,≤100
488126221334500,West Whiteland Democrats,Emmanuel Fourakis,≤100
127755494595870,Progressive Takeover,PROGRESSIVE TAKEOVER,≤100
394817334402124,2020 Trump Bill,Innovative Ecomm LLC,≤100
1690071827911682,Cleancult,cleancult,≤100
243498882520314,FoodFinder,"FOODFINDER, INC.",≤100
112513470189608,American Hot Gear,Ad Hive,≤100
17432811417,Working Families Party,Working Families Party,≤100
1553978148244954,Build With Strength,Build With Strength,≤100
101391906600,Live Action News,Live Action News,≤100
1884107931849913,Republicans for the Rule of Law,Defending Democracy Together,≤100
116748296398796,American Savings,Rachael Anne Ginzel,≤100
196021640986783,Cristina Tzintzun Ramirez,CRISTINA FOR TEXAS,≤100
1852520761657982,4ocean,4ocean,≤100
345378512258813,Elise Stefanik,ELISE FOR CONGRESS,≤100
101481144681537,inherit_my_breaking_wind,These ads ran without a disclaimer,≤100
102811956433456,Black Shawd,Darell Rhashad Shaw,≤100
198923770576,Annie Kuster,"KUSTER FOR CONGRESS, INC",≤100
45393753416,Alliance Defending Freedom,Alliance Defending Freedom,≤100
154085558004487,GopLogo,Michael Merrick Crooks,≤100
253791814655400,Doug Collins,COLLINS FOR CONGRESS,≤100
2323471027903589,Million Moms With an Olive Branch,Bridging Minds,≤100
1312233132124789,Millennial Policy Center,LIBERTY DAY,≤100
110306340348651,Donna More for State's Attorney,More for State's Attorney,≤100
276702939702491,Santa Barbara for Safe & Local Transport,Santa Barbara for Safe and Local Transport,≤100
58158120046,ACLJ,American Center for Law and Justice,≤100
138782232830181,"Rock Creek Productions, Inc.",Rock Creek Productions,≤100
110061623807565,Kelly Loeffler,Georgians for Kelly,≤100
38897314734,The Trust for Public Land,"TRUST FOR PUBLIC LAND, THE",≤100
907919839243616,My Faith Votes,My Faith Votes,≤100
360424321432255,Doha Debates,These ads ran without a disclaimer,≤100
147126507164,ACTwireless,ACTwireless,≤100
104965176216080,Equality Virginia,EQUALITY VIRGINIA,≤100
1488803804538481,Mike Siegel for Congress - TX-10,MIKE SIEGEL FOR CONGRESS,≤100
999775873528189,Stopping Socialism,Justin Trask Haskins,≤100
127520567290836,Push Digital Inc,Push Digital Inc,≤100
1869687273277265,Run for Something,Run For Something PAC,≤100
700941689954518,Defend Our Future,Defend Our Future,≤100
104135540994022,Make Them Cry Again,Make Them Cry Again,≤100
152264148166020,Moms Clean Air Force,Moms Clean Air Force,≤100
123635384326141,National Council of Jewish Women (NCJW),NATIONAL COUNCIL OF JEWISH WOMEN INC,≤100
5633824547,FreedomWorks,"FREEDOMWORKS, INC.",≤100
322311444154,Ounce of Prevention Fund,OUNCE OF PREVENTION FUND,≤100
256760055231702,Beware of B,Beware of B,≤100
159023914150996,UCOMMBlog,UCOMM Media Group,≤100
355913551109735,The Andrew Goodman Foundation,The Andrew Goodman Foundation,≤100
304516656955161,Team Trump Fan Club,I Love My Freedom,≤100
178602115837123,David Trone,"DAVID TRONE FOR CONGRESS, INC",≤100
114273963301012,Political,Info-Political.com,≤100
193477921051,Oregon Family Council,"OREGON FAMILY COUNCIL, INC.",≤100
1039701332716228,Pete Buttigieg,"PETE FOR AMERICA, INC.",205
804690213231735,Albert Lee 2020,Gregory Steven Crouch,≤100
355022521685775,"Hence, The Future Podcast",Matthew Mattimore Cronin,≤100
289359554914740,We Have A Stake,The ANCOR Foundation,≤100
116924065002990,Indiana Democratic Party,INDIANA DEMOCRATIC CONGRESSIONAL VICTORY COMMITTEE,≤100
1067735749908158,The Nayshun,The Nayshun,≤100
184373328845372,Gigi Raffe,Gigi Raffe,≤100
257019421075897,Cory Gardner,Cory Gardner for Senate,≤100
109200595768753,The Christian Left,The Christian Left,≤100
122571921086301,Jody Hice,Jody Hice for Congress,≤100
564944890224398,Southworth PC - Attorneys For Federal Employees,Southworth PC,≤100
109374912424067,Drew McKissick,DrewMcKissick.com,≤100
1639730212934172,"DOVA International Charities, Ltd, 501c3 Non-Profit Charity",Kathleen Louise D'Ovido,≤100
1777642505813951,Harry J Houck,Harry J Houck,≤100
332717716852626,Andrew Warren,Andrew Warren for State Attorney,≤100
280267791996700,Conservative Victory Fund,CONSERVATIVE VICTORY FUND,≤100
80987211775,Bill Cassidy,Bill Cassidy for US Senate,≤100
67626834312,National Women's Law Center,National Women's Law Center,≤100
154471447959196,Institute for Veterans and Military Families - IVMF,Institute for Veterans and Military Families,≤100
655065784538368,PredictIt,"PredictIt - Prediction Markets. A project of Victoria University of Wellington, PredictIt has been established to facilitate research into the way markets forecast events.",≤100
2377166239179411,Nancy Goroff for Congress,Goroff for Congress,≤100
140614202619821,iCivics,iCivics,≤100
102413723172970,Nick Adams,Nick Adams,≤100
178051136001622,Representative Trey Hollingsworth,Office of Representative Trey Hollingsworth (IN-09),≤100
47710973068,Cooperative Action Network,National Rural Electric Cooperatives Association,≤100
110321003670070,Trump Wear,Trump Wear,≤100
173034779386389,Pines International,Ronald Seibold,≤100
352527958302,Israel on Campus Coalition,Israel on Campus Coalition,≤100
49651563727,Live Action,Live Action,≤100
156994304362574,American Bridge,AMERICAN BRIDGE 21ST CENTURY,≤100
598924810530984,Keeping America Great,FamTeeWorld,≤100
268311603350722,The American Independent,The American Independent,≤100
113330620093147,Sunny for Congress,Suneetha Chaparala,≤100
689974648047487,Wudwurk,Wudwurk,≤100﻿46785153750,National Fair Housing Alliance,National Fair Housing Alliance,≤100
385473284886474,Hillsdale College,HILLSDALE COLLEGE,≤100
493811210669780,Creative Action Network,Creative Action Network,≤100
1667638686847579,The Collective PAC,THE COLLECTIVE PAC,≤100
356482637745012,Stansberry Research,Stansberry Research,≤100
119239224825173,Define American,Define American,≤100
1470151473238140,Save the Boundary Waters,Northeastern MInnesotans for Wilderness,≤100
540389016310346,Kathaleen Wall,KATHALEEN WALL FOR CONGRESS,≤100
29008276590,The Salvation Army Greater New York Division,The Salvation Army,≤100
354329797956187,The Catholic Association,"The Catholic Association, Inc",≤100
15771560300,Earthjustice,EARTHJUSTICE,≤100
216052228433696,Arcus Foundation - Social Justice,ARCUS FOUNDATION,≤100
147486638599345,Urban Teachers,Urban Teachers,≤100
438536186881177,All Clear Foundation,All Clear Foundation,≤100
200676905671,We Are ALPA,Air Line Pilots Association,≤100
80562389320,NARAL Pro-Choice America,NARAL Pro-Choice America,≤100
539684449477160,Bulk Backpacks,"A.M.D.A. DISTRIBUTORS, INC.",≤100
114710126648118,Republican Dogs,Trump Collars,≤100
40973310753,Pathfinder International,Pathfinder International,≤100
270141236661276,Send Relief,Send Relief,≤100
306591716448427,Cindy Axne,CINDY AXNE FOR CONGRESS,≤100
194435118159082,GreenBee Sustainable Products,GreenBee Sustainable Products,≤100
355223168416491,Alex Morse for Congress,ALEX MORSE FOR CONGRESS,≤100
5435784683,Greenpeace USA,"GREENPEACE, INC.",≤100
13759741267,Sesame Workshop,Sesame Workshop,≤100
20787991568,Senate Democrats,DSCC,120
22219555276,Children's Defense Fund,CHILDRENS DEFENSE FUND (INC),≤100
108519723832934,RAFT,Alexandra Marie Duany Saavedra,≤100
104530824365420,Brian Smith for State Representative,Brian Smith 2020,≤100
260131294484,Bethesda Lutheran Communities,Bethesda Lutheran Communities,≤100
111970730196550,World War Zero,AMERICAN SECURITY PROJECT,≤100
8492293163,Environmental Defense Fund,Environmental Defense Fund,≤100
87110919728,Rise Against Hunger,"RISE AGAINST HUNGER, INC.",≤100
1524411157786675,2moda,"A.M.D.A. DISTRIBUTORS, INC.",≤100
180861088663138,"The Citizens Foundation, USA","CITIZENS FOUNDATION USA, THE",≤100
497348647140658,Point Source Youth,Point Source Youth,≤100
59826489083,SELC,SOUTHERN ENVIRONMENTAL LAW CENTER,≤100
1543830612580575,Beesponsible,Beesponsible,≤100
279256605891946,CalmEffect,"Balance Marketing Group, LLC",≤100
21455818797,Feed the Children,"FEED THE CHILDREN, INC.",≤100
237788366660686,Tax March,Tax March,≤100
166732173519455,Suzette Martinez Valladares,Suzette Valladares for Assembly 2020,≤100
57495285387,Michael Bennet,BENNET FOR AMERICA,≤100
1581066988819381,Alums for Campus Fairness,StandWithUs,≤100
104933662932387,CreativeFuture,CreativeFuture,≤100
95483488591,Democratic Party of Wisconsin,DEMOCRATIC PARTY OF WISCONSIN,≤100
1849556888601707,Nasty Women Writers,Theresa Carmen Dintino,≤100
100577113613446,Rock Your Bathroom,SK LANG Products,≤100
86711894400,National Write Your Congressman,National Write Your Congressman,≤100
104621190907499,Amazing Schwag,Chad David Howarth,≤100
120393112689694,Super Agents Safety Squad,Denize Moraes Rodriques,≤100
2023114331282570,Florida Daily,Florida Daily,≤100
159964696102,Kevin McCarthy,KEVIN MCCARTHY FOR CONGRESS,≤100
732893460239314,QuickTake by Bloomberg,QuickTake by Bloomberg,≤100
42249842091,HostGator,These ads ran without a disclaimer,≤100
362070734130110,Give Trump A Chance,David Slossberg,≤100
1441722672744792,Their Turn,TheirTurn,≤100
113662872001148,President Trump Fans,President Trump Fan Page,≤100
137194575952,Food Bank of Northern Indiana,Food Bank of Northern Indiana,≤100
167818016571872,Ann & Robert H. Lurie Children's Hospital of Chicago,Ann & Robert H. Lurie Children's Hospital of Chicago,≤100
261333864753713,Jack Brooks Foundation,Jack Brooks Foundation,≤100
8321461609,MomsRising.org,MomsRising Together,≤100
102483947898713,Kansas Community Coalition,Kansas Community Coalition,≤100
6766783198,John Carter,JOHN CARTER FOR CONGRESS,≤100
514442968569467,Northern Illinois Food Bank,NORTHERN ILLINOIS FOOD BANK,≤100
104973914197163,Rock the Red,Rock The Red USA,≤100
7609325759,Jim McGovern,RE-ELECT MCGOVERN COMMITTEE,≤100
95135221781,Federal News Network,Federal News Network,≤100
21492729544,Catholic Relief Services,CATHOLIC RELIEF SERVICES - UNITED STATES CONFERENCE OF CATHOLIC BISHOPS,≤100
115371986580371,EllipsisWit,EllipsisWit,≤100
511235549007985,PRJKT RUBY,PRJKT RUBY,≤100
35169196082,Project HOPE,"PROJECT HOPE-THE PEOPLE-TO-PEOPLE HEALTH FOUNDATION, INC.",≤100
384006901653736,The Moore Charitable Foundation,Moore Charitable Foundation,≤100
10150100007820094,Wendy Davis,WENDY DAVIS FOR CONGRESS,≤100
571182609571332,NextGen America,NEXTGEN CLIMATE ACTION COMMITTEE,≤100
337490192991981,Grabien,Grabien Inc,≤100
15351475322,Cathy McMorris Rodgers,Cathy McMorris Rodgers for Congress,≤100
117362515005706,The Bowery Mission,The Bowery Mission,≤100
139599847972,National Nurses United,National Nurses United,≤100
114381685773074,One Man's Opinion,One Man’s Opinion,≤100
121388362246,Goldman Sachs,Goldman Sachs & Co.,272
1914490755442148,Change Creator,Adam Force,≤100
111519731642,Montana Wildlife Federation,MONTANA WILDLIFE FEDERATION,≤100
196743663140,Baha'is of the United States,National Spiritual Assembly of the Baha'is of the United States,≤100
216072542406379,Guardians Of The Sea,Dean Samuel Broadwater,≤100
106777274043961,Funny Right Wingers,Jonathan David Fensterheim,≤100
190062194353228,Wycliffe Associates,"WYCLIFFE ASSOCIATES, INC.",≤100
278490715553293,Martha McSally,MCSALLY FOR SENATE INC,≤100
262138411622,Faces of Lawsuit Abuse,US Chamber Institute for Legal Reform,≤100
158020364262665,Dominion Energy,Dominion Energy,≤100
83328144177,Operation Broken Silence,Operation Broken Silence,≤100
159085947564255,American Sugar Alliance,American Sugar Alliance,≤100
100592104758548,Judge Mary Windom -  Alabama Court of Criminal Appeals,Committee to Re-Elect Mary Windom,≤100
2109637279297531,The Bad Seed,Adam Elia Kidron,≤100
352106291520917,Southeast Immigrant Rights Network,Evelyn Ambrosio Servin,≤100
348856535576675,Legends of the Desert,William Michael Farmer,≤100
834645469890446,Devin Nunes,DEVIN NUNES CAMPAIGN COMMITTEE,≤100
799539910084929,Shaun King,The Action PAC,≤100
927809933968663,SupChina,SupChina,≤100
1520483958208446,Seeger Weiss LLP,SEEGER WEISS LLP,≤100
97624620788,American Friends of Magen David Adom,AMERICAN FRIENDS OF MAGEN DAVID ADOM,≤100
232894957245453,Nori,Nori LLC,≤100
6231686654,Compassion International,"COMPASSION INTERNATIONAL, INCORPORATED",≤100
139398939438430,Left Action,Left Action LLC,≤100
917165515112598,Progressive Power,USA Unify Media Inc,≤100
1658135304460341,MANG,Keith Allen Rossin,≤100
102940631091081,Magaw for all Children,Victoria Lea Zeller,≤100
628773943837250,Task & Purpose,Task and Purpose,≤100
93228695778,Tea Party Patriots,Tea Party Patriots,≤100
81517275796,UNICEF USA,UNITED STATES FUND FOR UNICEF,≤100
372082579523719,Rabbi Dr. Shmuly Yanklowitz,Rabbi Dr. Shmuly Yanklowitz,≤100
681626158940626,Mission Roll Call,Americas Warrior Partnership,294
6162159887,The World,The World,≤100
830121337093232,National Democratic Training Committee,NATIONAL DEMOCRATIC TRAINING COMMITTEE PAC,≤100
197669827395385,Connected Commerce Council,Connected Commerce Council,≤100
384676381708957,Education NC,Education NC,≤100
7219151423,The Fund for American Studies (TFAS),The Fund for American Studies,≤100
197140993656754,Great Plains Food Bank,Great Plains Food Bank,≤100
253507715172780,Andy Levin,ANDY LEVIN FOR CONGRESS,≤100
111751877511,Emerald Coast Children's Advocacy Center,"EMERALD COAST CHILDREN'S ADVOCACY CENTER, INC.",≤100
50540749125,International Orthodox Christian Charities,"INTERNATIONAL ORTHODOX CHRISTIAN CHARITIES, INC.",≤100
183002305543,Tearfund USA,Tearfund USA,≤100
103854021078878,Patriot Revolution,National Insiders,≤100
887894034942767,Woodward for Judge,Woodward for Judge,≤100
106364329441748,Margaret W. Wong & Associates,"WONG, MARGARET W & ASSOCIATES CO LPA (INC)",≤100
185650221903810,Ralph Norman for Congress,RALPH NORMAN FOR CONGRESS,≤100
118916718118531,Feeding America West Michigan,FEEDING AMERICA WEST MICHIGAN,≤100
122773549121265,Nominate President Trump for Nobel Peace Prize,Tarek None Kteleh,≤100
287031428106870,Chad Benson Show,The Chad Show,≤100
129914120385683,Families USA,Families USA,≤100
245284549333866,ASMDSS,ASMDSS,≤100
1864721517082089,Democratic Attorneys General Association,Democratic Attorneys General Association,≤100
1424938841083415,Patrick M Simpson - Voting Songs,Voting Songs,≤100
100598451298741,Make It Legal Florida,Make It Legal Florida,≤100
104006944272732,Honest Arizona,Advancing AZ,≤100
76025018070,San Francisco-Marin Food Bank,San Francisco-Marin Food Bank,≤100
36872302227,Cory Booker,CORY 2020,≤100
107437303970810,Painted Presidents,"WOW Printing, LLC dba Painted Presidents",≤100
1255144004653263,Trump Memes 2020,Robert P Leary,≤100
230991440288731,American College of Obstetricians and Gynecologists - ACOG,"OBSTETRICIANS AND GYNECOLOGISTS, AMERICAN COLLEGE OF",≤100
802271849850801,Freedom for All Americans,Freedom for All Americans,≤100
37892661587,JDC,JDC,≤100
227594571444676,Building New York's Best,"Carpenter Contractor Alliance of Metropolitan New York, Inc.",≤100
106714686034838,LiberalViewer,Allen Asch,≤100
1747132688647028,Democratic Association of Secretaries of State,Democratic Association of Secretaries of State,≤100
85452072376,Newsmax,Newsmax Media,≤100
294196590710262,FWD.us,FWD.us,≤100
560140464159364,Stand for the 2nd Amendment,SFT2 Tactical Supply,≤100
256301411575360,Wheeler for NC Senate 47,David Brian Wheeler,≤100
242351902481164,The Radical Tea Towel Company,Radical Tea Towel US Ltd,≤100
300992409852,Hoover Institution,Hoover Institution,≤100
36987752239,The Reporters Committee for Freedom of the Press,Reporters Committee for Freedom of the Press with Facebook Ad Credits,≤100
5970146660,Community Change,CENTER FOR COMMUNITY CHANGE,≤100
589770741133479,Institute for Critical Social Inquiry - ICSI,Charles A Mcdonald,≤100
27139120832,Advancing Native Missions,Advancing Native Missions,≤100
188863534474601,Americans for Prosperity - Tennessee,AMERICANS FOR PROSPERITY,≤100
221364705166573,NUNYO & COMPANY,NUNYO & COMPANY,≤100
106074810746613,Enhanced Clinical Nutrition,Enhanced Clinical Nutrition,≤100
153570224679284,City of New London,New London Economic Development,≤100
224928441359860,Ajna Wellbeing - Holistic Health,These ads ran without a disclaimer,≤100
111663158887300,Tacoma Rescue Mission,"RESCUE MISSION, THE",≤100
165566613453452,ERLC,ETHICS AND RELIGIOUS LIBERTY COMMISSION OF THE SOUTHERN BAPTIST,≤100
70795936969,Children International,CHILDREN INTERNATIONAL,≤100
11388175860,Smithsonian Associates,Smithsonian Associates,≤100
416707608450706,Tom Steyer,TOM STEYER 2020,1820
281618778426,River Network,RIVER NETWORK,≤100
100803741440860,Cool Yang Merch,GETYOUNGANDNOBLEGERBILBUCKS (GETYANGBUCKS),≤100
1824503584434809,I Vaccinate,Michigan Department of Health and Human Services,≤100
27544763621,Prison Fellowship,Prison Fellowship,142
131415637572491,Christina McClary: Allstate Insurance,Allstate,246
86134975779,Coast Guard Foundation,Coast Guard Foundation INC.,≤100
138290759549138,"Hope Clinic for Women in Granite City, Illinois",HOPE CLINIC FOR WOMEN LTD,≤100
97466887664,Innocence Project,"INNOCENCE PROJECT, INC., THE",≤100
1449461518652183,4Patriots,4Patriots LLC,≤100
85569513068,International Planned Parenthood Federation/Western Hemisphere Region,International Planned Parenthood Federation/Western Hemisphere Region,≤100
1092340954202973,Maya Rockeymoore-Cummings for Congress,Maya Rockeymoore-Cummings for Congress,≤100
140155342671005,Sempervirens Fund,SEMPERVIRENS FUND,≤100
107378107391730,651Gifts,Ellen Marie Lentsch,≤100
228754857151053,House Majority PAC,House Majority PAC,≤100
2114015665342593,DO YOU HAVE A GREEN CARD?,Cheng Hsiang Chou,≤100
134571176638205,One Tree Planted,One Tree Planted,≤100
34362997676,United States Holocaust Memorial Museum,UNITED STATES HOLOCAUST MEMORIAL MUSEUM,≤100
2223151871134889,Trump45Merch,Thomas Charles Granack,≤100
1695950424027488,Andy Hallinan,Andrew Lawrence Hallinan,≤100
37461287798,Jesuit Refugee Service/USA,JESUIT REFUGEE SERVICE USA,≤100
1692868424300466,"Socktopus, Ink",Socktopus Ink,≤100
791543660926838,"I'll go ahead and keep my guns, Thanks",2A4LIFE LLC,426
652735891861686,Ben Loyola,BEN LOYOLA FOR CONGRESS,≤100
2246231565610889,4D Politics,Jordan Thomas Powell,≤100
240425642652222,South Florida Wildlands Association,South Florida Wildlands Association,≤100
14821832562,Charlotte Rescue Mission,CHARLOTTE RESCUE MISSION,≤100
1737991109573169,Founder of the Day,Founder of the Day,≤100
88444849127,The Hunger Project,"GLOBAL HUNGER PROJECT INCORPORATED, THE",≤100
1691667177798461,Brut,Brut,≤100
1552070021731538,Be Conscious. Be Kind.,Be Conscious. Be Kind.™️,≤100
169294473121454,Policetees.com,PoliceTees.com,≤100
1931889363492170,To Move Mountains Projects,These ads ran without a disclaimer,≤100
201956993160690,MRCTV,MEDIA RESEARCH CENTER,≤100
135403221037,City Journal,City Journal,≤100
168367339845613,The Humane League,The Humane League,≤100
874662062886596,Sea Trees,Sustainable Surf,≤100
109232760538998,Care For Our Earth,Care For Our Earth,≤100
487569614682924,CAPP USA,Yellow Line Productions LLC,≤100
28394917492,Second Harvest Food Bank of Central Florida,"SECOND HARVEST FOOD BANK OF CENTRAL FLORIDA, INC.",≤100
8057376739,The Nature Conservancy,Nature Conservancy,≤100
174585105913598,Miyoko's,Miyoko's,≤100
2386704041588414,The Texan,The Texan,≤100
10423517786,Harvard Business Review,HARVARD BUSINESS SCHOOL PUBLISHING CORPORATION,≤100
102120821268819,Heartland America,"Heartland America, Inc.",≤100
473191156175163,EDF Action,Environmental Defense Action Fund,≤100
137403894741,"Haven of Rest Ministries Akron,OH","HAVEN OF REST MINISTRIES, INCORPORATED",≤100
546497545399440,ASEC - African Sisters Education Collaborative,African Sisters Education Collaborative (ASEC),≤100
1640970822834351,Plaine Products,Plaine Products,≤100
115617711783870,Center for Union Facts,CENTER FOR UNION FACTS,≤100
305832706292882,American Gun Association,GunAssociation.org,≤100
162493793737,Rick Green,Richard Arlin Green,≤100
1025055787535714,A Case for Women,A Case for Women,113
1392215517462479,Lingua Franca,These ads ran without a disclaimer,≤100
45537846838,Piedmont Land Conservancy,PIEDMONT LAND CONSERVANCY,≤100
424005607731930,Mid-South Immigration Advocates,Sally Joyner,≤100
284357831978321,Clint Imboden Assemblage,These ads ran without a disclaimer,≤100
165014546858456,Free To Choose Network,FREE TO CHOOSE,≤100
302182941354,AARP Advocates,AARP,≤100
111833201704,Faith and Freedom Coalition,Faith & Freedom Coalition,≤100
1439364926329185,Animal Matters,Animal Matters,≤100
193618220508,LIFE Today,LIFE Outreach International,≤100
624872801004570,Give a Child a Voice - Eric Erdman,Miguel Dacosta,≤100
1945237355733646,Giving Brush,Giving Brush LLC,≤100
28889108258,Gospel for Asia,"GOSPEL FOR ASIA, INC.",≤100
367854770014260,Krishna Bansal for US Congress,KRISHNA FOR CONGRESS,≤100
1425435377743310,Conversations with Bill Kristol,The Foundation for Constitutional Government,≤100
161108570702119,Apologia Studios,Jeffrey Wayne Durbin,≤100
100928564715182,Shout Your Truth,Jeffrey Warren Wright,≤100
42940254353,Human Rights Watch,"HUMAN RIGHTS WATCH, INC.",≤100
971668776283950,PolicyEd,Hoover Institution,≤100
570076036507825,Peripheral Vision,Peripheral Vision,≤100
108974462561,Freddie Mac,Freddie Mac Multifamily,≤100
2777578242259790,Great Again Gear,Great Again Gear,≤100
121750354532995,Yale Program on Climate Change Communication,Yale Program on Climate Change Communication,≤100
128801850466780,The Animal Foundation,The Animal Foundation,≤100
108955156581769,Blue Mom Red State,Sarah Nell Bourne,≤100
122112697803902,Stone Seed,Stone Seed,≤100
196098536897,Texas Right to Life,Texas Right to Life,≤100
1419388578092947,Anna Paulina Luna,ANNA PAULINA LUNA FOR CONGRESS,≤100
156968474833352,Stop Republicans,Stop Republicans,≤100
102988591071943,Daniel Gade For Virginia,"GADE FOR VIRGINIA, INC.",≤100
242960515598,Military Spouse,Victory Media DBA Military Spouse,≤100
39958599070,Prevent Child Abuse North Carolina,Prevent Child Abuse North Carolina,≤100
36474716066,Color Of Change,COLOROFCHANGE.ORG,≤100
316796525351760,ARC media,ARC Media,≤100
96315553086,Crop Insurance Keeps America Growing,National Crop Insurance Services,≤100
16871848717,Stop It Now!,STOP IT NOW!,≤100
118227621359,Izaak Walton League of America,IZAAK WALTON LEAGUE OF AMERICA,≤100
1858795821008664,Warrior 12,Warrior 12,≤100
1374134752633656,New Health Plans,Shop Insurance Plans,≤100
309993142375589,Joe Kennedy III,KENNEDY FOR MASSACHUSETTS,≤100
108507380658376,Walter Sobchak,These ads ran without a disclaimer,≤100
429632077078674,Schlichter Bogard & Denton,Abigail J Smith,≤100
131946957381443,Public Lands Conservancy,Public Lands Conservancy,≤100
97261063097,Global Fund for Women,"GLOBAL FUND FOR WOMEN, INC., THE",≤100
1836138529938551,Greater Half,Greater Half,≤100
122037065517,American Immigration Council,American Immigration Council,≤100
15239367801,The Wilderness Society,"WILDERNESS SOCIETY, THE",118
8532248414,Wounded Warrior Project,"WOUNDED WARRIOR PROJECT, INC.",582
681834171951933,Department of Human Dimensions of Natural Resources at Colorado State,Department of Human Dimensions of Natural Resources – Colorado State University,≤100
1789761207836440,Save the Glass,End of Waste Foundation,≤100
467503009987109,"Healthy Forests, Healthy Communities","Healthy Forests, Healthy Communities",≤100
1653251174924652,Fuzzu,Fuzzu,≤100
967055460165792,Maverick Doctor,Avishai Osher White,≤100
605168822998856,314 Action,314 ACTION FUND,≤100
1664959567149320,Wholesome Culture,Wholesome Culture,≤100
14226615647,People For the American Way,People For the American Way,≤100
100759124724678,TrumperDumper,Brian D Healy,≤100
201446296572389,Compassion in World Farming (USA),Compassion In World Farming,≤100
192448150001,Jeff Anderson & Associates,Jeffrey R Anderson PA,≤100
594519783957655,Citizens for National Security,Citizens For National Security,≤100
111829986862386,Save The Cid,Bradley C Bruggemann,≤100
808450969246896,"Rebecca Walser, Tax Attorney, CFP",Walser Wealth Management,≤100
121033149320,American Indian College Fund,"AMERICAN INDIAN COLLEGE FUND, THE",≤100
360303722260,Kathleen Williams for Montana,KATHLEEN WILLIAMS FOR MONTANA,≤100
110962293652494,Donald Trump Keep America Great 2020 Re-election,Excital,≤100
34370387440,JDRF,JDRF INTERNATIONAL,≤100
145889928474,Greater Pittsburgh Community Food Bank,GREATER PITTSBURGH COMMUNITY FOOD BANK,≤100
2076135989350743,Blue Tsunami Challenge,Thomas Lee Pullum,≤100
101248604720303,Land Betterment,These ads ran without a disclaimer,≤100
2290179461028454,Ruby Powers for State Representative 134,Ruby for Texas,≤100
424443217623488,Clarion Project,Clarion Project,≤100
1438808983108348,BOLD PAC,CHC BOLD PAC,≤100
101507197884698,David Ray for AR House District 40,David Ray for State Representative,≤100
162695894106234,Co-ops Vote,National Rural Electric Cooperative Association,≤100
72931140459,Center for Biological Diversity,"CENTER FOR BIOLOGICAL DIVERSITY, INC.",≤100
222164564466305,Civic Life Project - www.civiclifeproject.org,Dominique Lasseur,≤100
110749143686758,Trump-Poll.com,Ryan A Gass,≤100
372701716170134,Sold No More,Samantha C Byard,≤100
174665949220535,MiracleFeet,MiracleFeet,≤100
6165653060,AFSCME,AMERICAN FEDERATION OF STATE COUNTY & MUNICIPAL EMPLOYEES,≤100
2099448153445994,Students for Life Action,"STUDENTS FOR LIFE OF AMERICA, INC.",≤100
788632858205691,Zero Waste Face,Zero Waste Face,≤100
2317264024972785,New American Populist,The New American Populist,≤100
290851614930809,Combat AntiSemitism,Combat Anti-Semitism,≤100
635850443292528,Nasty Woman Coloring,Nasty Woman Coloring,≤100
357750373755,National Domestic Workers Alliance,National Domestic Workers Alliance,≤100
101750841237552,The Roundup,"PETE FOR AMERICA, INC.",≤100
18982436812,ACLU,American Civil Liberties Union,≤100
142370046577999,Shahid Buttar for Congress,Shahid Buttar for Congress Committee,≤100
522923054735947,Troy Balderson for Congress,BALDERSON FOR CONGRESS,≤100
64064370581,North Texas Food Bank,North Texas Food Bank,≤100
89585789925,Pasadena Humane Society & SPCA,Pasadena Humane Society & SPCA,≤100
452797224923658,Democratic Coalition Against Trump,THE DEMOCRATIC COALITION,≤100
456966364681704,Winning For Women,Winning for Women,≤100
280621698709756,Greg Gutfeld,Aric T Webb,≤100
1399926390134311,Nature's Generator,Huntkey USA Inc,≤100
324199748356197,On Point Facts,Roger Allen Beck,≤100
2354481724812667,Spencer for Milwaukee City Attorney,Spencer for Milwaukee,≤100
359651584655941,Luisa del Rosal,Luisa Del Rosal Campaign,≤100
114066205306277,Franciscan Friars of the Atonement,Franciscan Friars of the Atonement,≤100
168452723312821,Chisholm Chisholm & Kilpatrick LTD,Chisholm Chisholm & Kilpatrick LTD,≤100
73970658023,International Rescue Committee,International Rescue Committee,745
133937690180,Student Conservation Association,Student Conservation Association,≤100
55713447392,30A,James M Ragsdale,≤100
147342179188541,Yes on B - Better Choice,"Yes on B for a Better Choice: A coalition of first responders, fire safety experts, housing advocates, elected officials, business leaders and taxpayers. Committee major funding from Newland Sierra, LLC",≤100
170591064699,Southern Poverty Law Center,"SOUTHERN POVERTY LAW CENTER, INC., THE",≤100
143173285763,Tenth Amendment Center,Tenth Amendment Center,≤100
627951147293090,FatFinger,Fat Finger LLC,≤100
2072638396208222,Adam's Nest,"PTOWNLOVESHACK, LLC DBA Adam's Nest",≤100
125182621527545,Sarah McBride,Friends of Sarah McBride,≤100
1059320777468378,David Kustoff,Kustoff for Congress,≤100
1194865807192273,Conservative Gear,Outergoods LLC,154
105556394228711,Republican Authority,Republican Authority,≤100
