Page ID,Page Name,Disclaimer,Amount Spent (USD)
105060269781,Premiere Collectibles,"Premiere Marketing, Inc.",≤100
122174836956,Big Cat Rescue,BIG CAT RESCUE CORP.,≤100
101391906600,Live Action News,Live Action News,≤100
142474049098533,Robert Reich,Inequality Media,≤100
89585789925,Pasadena Humane Society & SPCA,Pasadena Humane Society & SPCA,≤100
1917715138510680,Follow Your Legend,Legend Bracelet,≤100
461530314600399,Common Sense American Politics,Common Sense American Politics,≤100
8473889271,National Parks Conservation Association,National Parks Conservation Association,≤100
1842704275852807,Sleeptic,These ads ran without a disclaimer,≤100
46347342434,EMILY's List,EMILY'S LIST,≤100
309798029121030,Everytown for Gun Safety,Everytown for Gun Safety Action Fund Inc,≤100
259924897430716,VoteRiders,VoteRiders,≤100
780941275347834,Ilhan Omar,ILHAN FOR CONGRESS,≤100
47710973068,Cooperative Action Network,National Rural Electric Cooperatives Association,≤100
43222711183,National Whistleblower Center,NATIONAL WHISTLEBLOWER CENTER,≤100
185696964396,The Nature Conservancy in WA,Nature Conservancy,≤100
115364585711,Lawyers' Committee for Civil Rights Under Law,LAWYERS' COMMITTEE FOR CIVIL RIGHTS UNDER LAW,≤100
129240690441636,NAACP Legal Defense Fund,"N. A. A. C. P. LEGAL DEFENSE AND EDUCATIONAL FUND, INC.",≤100
605168822998856,314 Action,314 ACTION FUND,≤100
60865633726,Love Justice International,TINY HANDS INTERNATIONAL,≤100
764284030332485,Abortion Access Front,Abortion Access Front,≤100
13759741267,Sesame Workshop,Sesame Workshop,≤100
35169196082,Project HOPE,"PROJECT HOPE-THE PEOPLE-TO-PEOPLE HEALTH FOUNDATION, INC.",≤100
120559304621142,Wyoming Outdoor Council,"WYOMING OUTDOOR COUNCIL, INC.",≤100
242351902481164,The Radical Tea Towel Company,Radical Tea Towel US Ltd,≤100
738298126313472,John Thomas Political Strategist,The Thomas Guide Show,≤100
174665949220535,MiracleFeet,MiracleFeet,≤100
2078647579047586,Project Pulso,Project Pulso,≤100
319982881752525,Kara Eastman,EASTMAN FOR CONGRESS,≤100
67290148351,Sites by Sara,These ads ran without a disclaimer,≤100
61288747990,Real Warriors,Real Warriors Campaign,≤100
1764680377156652,Trumpy Bear,EXCEPTIONAL PRODUCTS INC,≤100
269479249997,National Shooting Sports Foundation | NSSF,National Shooting Sports Foundation,≤100
363741920768563,RTBiQ Political,RTBiQ Political,≤100
163148530407080,Captain Mark Kelly,MARK KELLY FOR SENATE,≤100
40102638699,J Street,J STREET INC,≤100
17432811417,Working Families Party,Working Families Party National Political Action Committee,≤100
819607471729183,Dr. Al Gross for US Senate,DR. AL GROSS FOR U.S. SENATE,≤100
1824503584434809,I Vaccinate,Michigan Department of Health and Human Services,≤100
136211573758668,State Representative Steve Allison,Steve Allison,≤100
2336022790003836,Patients + Providers United,Patients and Providers United,≤100
302612457071883,Moving It Right,Richard P Ashton,≤100
306591716448427,Cindy Axne,CINDY AXNE FOR CONGRESS,≤100
274975862998213,Profs and Pints,Profs and Pints,≤100
85252863415,National Latina Institute for Reproductive Health,NATIONAL LATINA INSTITUTE FOR REPRODUCTIVE HEALTH,≤100
101018071405012,Benefits USA,Brooklyn Kathleen Foster,≤100
6756153498,Mike Bloomberg,Mike Bloomberg 2020 Inc,813
23954995487,FoodPrint,Foodprint,≤100
6787988478,Physicians for Human Rights,"PHYSICIANS FOR HUMAN RIGHTS, INC.",≤100
108974462561,Freddie Mac,Freddie Mac Multifamily,≤100
28126338304,Surfrider Foundation,These ads ran without a disclaimer,≤100
2353537341582545,Unicorn Politics,"Unicorn Wealth, LLC",≤100
1961490360828207,SEMA US,SEMA US,≤100
372439495935,Mel Trotter Ministries,MEL TROTTER MINISTRIES,≤100
80080296729,The Greater Boston Food Bank,"GREATER BOSTON FOOD BANK, INC., THE",≤100
305832706292882,American Gun Association,GunAssociation.org,≤100
18982436812,ACLU,American Civil Liberties Union,≤100
109439817056024,Elect Logan Endow,Friends of Logan Endow,≤100
329286557095658,Joyce Beatty for Congress,Beatty for Congress,≤100
76050196975,Light of Life Rescue Mission,LIGHT OF LIFE MINISTRIES INC,≤100
360424321432255,Doha Debates,These ads ran without a disclaimer,≤100
1765073800454902,Reform Austin,Reform Austin Inc.,≤100
339536359931816,Innovature Now,Innovature,≤100
357704677979748,American Conservation Coalition - ACC,American Conservation Coalition,≤100
115403471809909,Plastic Oceans,PLASTIC OCEANS INTERNATIONAL,≤100
589770741133479,Institute for Critical Social Inquiry - ICSI,Charles A Mcdonald,≤100
7100914121,American Experience | PBS,WGBH EDUCATIONAL FOUNDATION,≤100
15687409793,World Wildlife Fund,World Wildlife Fund,≤100
203805062990264,Ben Shapiro,The Daily Wire,≤100
589787637733608,Scherie S. Murray,SCHERIE MURRAY FOR CONGRESS,≤100
200676905671,We Are ALPA,Air Line Pilots Association,≤100
15041226930,Oxfam,"OXFAM AMERICA, INC.",≤100
197140993656754,Great Plains Food Bank,Great Plains Food Bank,≤100
59877921429,Lutheran Immigration and Refugee Service,"LUTHERAN IMMIGRATION AND REFUGEE SERVICE, INC.",≤100
130912793621553,Food Bank For New York City,Food Bank For New York City,≤100
1439441369620638,Grow Louisiana Coalition,Grow Louisiana Coalition,≤100
56129410661,Justice Policy Institute,SARAH RACHEL ROSE-STERN,≤100
210277954204,The Young Turks,"The Young Turks, Inc.",≤100
2043883232397356,Marlon Hill for D9,"Marlon Hill for Miami-Dade County Commissioner, District 9",≤100
1194865807192273,Conservative Gear,Outergoods LLC,≤100
393932827634250,Dissent Pins,Common Practice,≤100
1632866270065962,Jewish Democratic Council of America,Jewish Democratic Council of America,≤100﻿15503839732,Peter G. Peterson Foundation,Peter G. Peterson Foundation,≤100
662962894077729,The Well News,The Well News,≤100
19746387261,Humane Society International,Humane Society International,≤100
971668776283950,PolicyEd,Hoover Institution,≤100
81517275796,UNICEF USA,UNITED STATES FUND FOR UNICEF,≤100
117580534956446,Kellogg's Frosted Flakes,Kellogg Company,≤100
293225127381200,Patriot Depot,The Patriot Depot,≤100
113975140049132,Wayne Reid,Wayne A Reid,≤100
28446275521,Military Officers Association of America (MOAA),Military Officers Association of America,≤100
152264148166020,Moms Clean Air Force,Moms Clean Air Force,≤100
1613516851999536,Sunrise Movement,Sunrise,≤100
132492254050920,American AF,AAF Nation,≤100
108906707265489,USA Pooch,"PRESIDENTIAL POOCH, INC",≤100
1825495131075739,Amazon Frontlines,Alexander Merrim Goff,≤100
64206021703,National Committee to Preserve Social Security and Medicare,NATIONAL COMMITTE TO PRESERVE SOCIAL SECURITY AND MEDICARE,≤100
107769029247935,Magee-Womens Research Institute & Foundation,Magee-Womens Research Institute & Foundation,≤100
279256605891946,CalmEffect,"Balance Marketing Group, LLC",≤100
292018201259366,We Raise Foundation,WE RAISE FOUNDATION,≤100
114226275387369,RepublicEn,republicEn,≤100
1308788582609604,Shirron for Circuit Judge,Shirron for Circuit Judge Campaign,≤100
102909941095087,Stop Biased Banking,Center for Freedom and Prosperity,≤100
95356211637,Ben Ferguson,Ben Ferguson show,≤100
230991440288731,American College of Obstetricians and Gynecologists - ACOG,"OBSTETRICIANS AND GYNECOLOGISTS, AMERICAN COLLEGE OF",≤100
7219151423,The Fund for American Studies (TFAS),The Fund for American Studies,≤100
281844617168,Jewish Voice Ministries International,JEWISH VOICE MINISTRIES INTERNATIONAL,≤100
175647186421524,Team ENOUGH,Team ENOUGH,≤100
186203821400055,Sophie's Kitchen - Gourmet Plant-based Seafood,Sophie's Kitchen Inc.,≤100
25852730092,Care2,Care2 Inc,≤100
70090474914,American Farmland Trust,"AMERICAN FARMLAND TRUST, INC",≤100
1925751504337881,MJ for Texas,MJ FOR TEXAS,≤100
13063797831,Ben Ray Luján,PEOPLE FOR BEN,≤100
1425435377743310,Conversations with Bill Kristol,The Foundation for Constitutional Government,≤100
388547605724,Richard Neal,RICHARD E NEAL FOR CONGRESS COMMITTEE,≤100
1438882392887793,ADF Church Alliance,Alliance Defending Freedom,≤100
232894957245453,Nori,Nori LLC,≤100
169042736456594,All Out,"All Out Action Fund, Inc.",≤100
594519783957655,Citizens for National Security,Citizens For National Security,≤100
89336510798,American Friends of the Hebrew University,American Friends of Hebrew University,≤100
647696058995230,Innovation PAC,Innovation PAC,≤100
766619180022147,Senator John Cooper,Cooper for Senate,≤100
218676881551760,CRY America Inc.,"CRY, Child Rights and You America Inc",≤100
215281808519580,Random House,Penguin Random House LLC,≤100
14038292386,Women for Women International,WOMEN FOR WOMEN INTERNATIONAL,≤100
105023768642,U.S. Chamber Institute for Legal Reform,US Chamber Institute for Legal Reform,≤100
11602044174,Independent Women's Forum,Independent Women's Forum,≤100
1520852664890753,Beau Biden Foundation for the Protection of Children,Beau Biden Foundation for the Protection of Children,≤100
289446947817747,Global Citizen,"GLOBAL POVERTY PROJECT, INC.",≤100
342006339184405,National Children's Alliance,NATIONAL CHILDRENS ALLIANCE INC,≤100
136126341809,American Bird Conservancy,American Bird Conservancy,≤100
100282371449976,Democracy 2020,Richard Taveras,≤100
116924065002990,Indiana Democratic Party,INDIANA DEMOCRATIC CONGRESSIONAL VICTORY COMMITTEE,≤100
95335385742,National Fish and Wildlife Foundation,NATIONAL FISH AND WILDLIFE FOUNDATION,≤100
170582513587720,Liberty Through Wealth,The Oxford Club,≤100
12301006942,Democratic Party,DNC SERVICES CORP./DEM. NAT'L COMMITTEE,≤100
101146224668949,Trump 2020 - Keep America Great,Thanh Hai None Hoang,≤100
5633824547,FreedomWorks,"FREEDOMWORKS, INC.",≤100
86134975779,Coast Guard Foundation,Coast Guard Foundation INC.,≤100
119613758091624,William Way LGBT Community Center,DirectMail2.0,≤100
1552070021731538,Be Conscious. Be Kind.,Be Conscious. Be Kind.™️,≤100
104006944272732,Honest Arizona,Advancing AZ,≤100
103507411123766,Splentify,Splentify,≤100
279846350948,St. Labre Indian School,St. Labre Indian School,≤100
100562019990818,U.S. Term Limits,U.S. Term Limits Inc.,≤100
270503890146,Second Harvest Food Bank - Feeding South Louisiana,Second Harvest Food Bank - Feeding South Louisiana,≤100
143986912311328,University of Vermont Continuing and Distance Education,University of Vermont,≤100
1444558675791434,I Love My Job,BadBananas,≤100
44224524016,American Kidney Fund,"AMERICAN KIDNEY FUND, INC.",≤100
8492293163,Environmental Defense Fund,Environmental Defense Fund,≤100
530604487365010,Old Glory Flagpole Kits,Service First Flag Poles,≤100
42940254353,Human Rights Watch,"HUMAN RIGHTS WATCH, INC.",≤100
201446296572389,Compassion in World Farming (USA),Compassion In World Farming,≤100
219242560293,Meals on Wheels America,Meals on Wheels America,≤100
104103700998973,ForbiddenWears,ForbiddenWears,≤100
547776898591563,The Redux Group - DMV,David James Mount,≤100
191210710930194,Susan Talamantes Eggman for State Senate,Susan Eggman for State Senate,≤100
69039563201,Open Doors USA,"OPEN DOORS WITH BROTHER ANDREW, INC.",≤100
473191156175163,EDF Action,Environmental Defense Action Fund,≤100
159616034235,Walmart,WALMART INC.,132
399067003454888,Sudan Relief Fund,Sudan Relief Fund Inc,≤100
111293193691611,Shop Trump 2020,Iminder P Singh,≤100
7292655492,MoveOn,MOVEON.ORG CIVIC ACTION,≤100
2019228981443626,She the People,These ads ran without a disclaimer,≤100
79820371749,Ayanna Pressley,THE COMMITTEE TO ELECT AYANNA PRESSLEY,≤100
102085474606335,100% Iowa,IOWA ENVIRONMENTAL COUNCIL,≤100
546497545399440,ASEC - African Sisters Education Collaborative,African Sisters Education Collaborative (ASEC),≤100
124738180800,Blood:Water,Blood:Water,≤100
10252353761,Commonwealth Foundation,The Commonwealth Foundation,≤100
103040404516756,Opulent Attire,StreetsMart,≤100
127755494595870,Progressive Takeover,PROGRESSIVE TAKEOVER,≤100
816623001696262,Milbank Memorial Fund,Milbank Memorial Fund,≤100
85273022315,NAMI,NAMI,≤100
269719197271294,Accountable.US,Accountable.US,≤100
143152622368089,San Diego Zoo Safari Park,ZOOLOGICAL SOCIETY OF SAN DIEGO,≤100
328072970642479,Jaime Harrison,JAIME HARRISON FOR US SENATE,≤100
127520567290836,Push Digital Inc,Push Digital Inc,≤100
169277310432049,"Texas Precision Optics, Inc.",Texas Precision Optics Inc,≤100
116534199732974,USA Carry Online,USA Carry Online,≤100
105229062888132,Stop Soldier Suicide,Stop Soldier Suicide,≤100
2377166239179411,Nancy Goroff for Congress,Goroff for Congress,≤100
1667638686847579,The Collective PAC,THE COLLECTIVE PAC,≤100
2225580284361712,Tommy Tuberville,"TUBERVILLE FOR SENATE, INC.",≤100
50540749125,International Orthodox Christian Charities,"INTERNATIONAL ORTHODOX CHRISTIAN CHARITIES, INC.",≤100
590660300952992,CN4 Partners,CN4 Partners,≤100
1389807071117013,Lynn Afendoulis,Lynn Afendoulis for Congress,≤100
1475056949212605,Charity Mobile,Charity Mobile,≤100
143173285763,Tenth Amendment Center,Tenth Amendment Center,≤100
19192438096,AAAS - The American Association for the Advancement of Science,American Association for the Advancement of Science,≤100
167586229923327,World Food Program USA,World Food Program USA,≤100
907919839243616,My Faith Votes,My Faith Votes,≤100
104933662932387,CreativeFuture,CreativeFuture,≤100
104038122501,Mary's Place,MARY'S PLACE SEATTLE,≤100
34521916336,Brent Bozell,MEDIA RESEARCH CENTER,≤100
2354481724812667,Spencer for Milwaukee City Attorney,Spencer for Milwaukee,≤100
586147734741827,Post Hill Press,Post Hill Press,≤100
77130778113,Coalition for Medicare Choices,The Coalition for Medicare Choices,≤100
808450969246896,"Rebecca Walser, Tax Attorney, CFP",Walser Wealth Management,≤100
153080620724,Donald J. Trump,"DONALD J. TRUMP FOR PRESIDENT, INC.",≤100
169294473121454,Policetees.com,PoliceTees.com,≤100
160264363992500,World Bicycle Relief,"WORLD BICYCLE RELIEF, NFP",≤100
983573491675080,Grace Meng,GRACE FOR NEW YORK,≤100
102377984581168,A Democrat in the Wilderness,Emmanuel Fourakis,≤100
112463982125496,Maryland State Education Association,MARYLAND STATE EDUCATION ASSOCIATION,≤100
132125483479295,Mayor Robert Rickman,Rickman for Supervisor 2020,≤100
19219803864,Tax Foundation,TAX FOUNDATION,≤100
168367339845613,The Humane League,The Humane League,≤100
474062436008137,Michael McCaul for Texas,"McCaul for Congress, Inc.",≤100
124955570892789,Bernie Sanders,BERNIE 2020,158
8607847994,Iraq and Afghanistan Veterans of America,Iraq and Afghanistan Veterans of America,≤100
227594571444676,Building New York's Best,"Carpenter Contractor Alliance of Metropolitan New York, Inc.",≤100
139599847972,National Nurses United,National Nurses United,≤100
292351509697,Jerusalem Prayer Team,Jerusalem Prayer Team,≤100
562118050848255,Adam Hattersley,Adam Hattersley for Congress,≤100
6502038524,First Book,FIRST BOOK,≤100
196816774298638,Heart Head Hands: Everyday Living for Justice,Amanda Beth Godbee,≤100
7192716362,Amnesty International USA,Amnesty International USA,≤100
101507197884698,David Ray for AR House District 40,David Ray for State Representative,≤100
1316308285142040,Planet Home,"Equilibrium Management, LLC",≤100
112343553514636,Learn More,Brittney Diane Prieto,≤100
819942484773775,Tax Sale Blueprint,Bob Diamond,≤100
919115438185820,George J. Chanos,George Chanos Chanos,≤100
97261063097,Global Fund for Women,"GLOBAL FUND FOR WOMEN, INC., THE",≤100
1824165801199201,The Fight Against Antimicrobial Resistance,"Paradigm Solutions, LLC",≤100
967449813380430,Newsvoice,Newsvoice,≤100
173380886407461,Team Amash,JUSTIN AMASH FOR CONGRESS,≤100
1482947308676311,Topdust,cleancult,≤100
48740660913,Quirk Books,Quirk Books,≤100
172783160290727,New Civil Liberties Alliance,NEW CIVIL LIBERTIES ALLIANCE,≤100
717417908274761,Lady Freethinker,Lady Freethinker,≤100
1145019702185006,Alliance for Safety and Justice,Alliance for Safety and Justice,≤100
19889237539,ISRAEL21c,ISRAEL21C,≤100
300341323465160,The Daily Signal,HERITAGE FOUNDATION (THE),≤100
433364950062784,Power Over Energy,Power Over Energy,≤100
319875418073651,By Da'Mon Cortez,Damon  Cortez,≤100
12784656483,Union Rescue Mission,Union Rescue Mission,≤100
161906473872441,Feeding South Florida,"FEEDING SOUTH FLORIDA, INC.",≤100
8321461609,MomsRising.org,MomsRising Together,≤100
159085947564255,American Sugar Alliance,American Sugar Alliance,≤100
15239367801,The Wilderness Society,"WILDERNESS SOCIETY, THE",≤100
93199894980,Alachua Habitat for Humanity,ALACHUA HABITAT FOR HUMANITY INC,≤100
263210730984251,We Are Great Again Pac,WE ARE GREAT AGAIN PAC,≤100
12692955711,Chronicle of Higher Education,"CHRONICLE OF HIGHER EDUCATION, INC. (THE)",≤100
175609753072368,Semi // Art // Omatic,SEMIARTOMATIC,≤100
126279571952,Huru International,HURU INTERNATIONAL,≤100
791543660926838,"I'll go ahead and keep my guns, Thanks",2A4LIFE LLC,≤100
654671537880859,ArtProfileratx,ArtProfiler,≤100
11131463701,truth,TRUTH INITIATIVE FOUNDATION,≤100
90107797870,Houston Food Bank,"HOUSTON FOOD BANK, THE",≤100
6240652407,Young America's Foundation,YOUNG AMERICA'S FOUNDATION INC,≤100
18780321251,American Chemistry,"AMERICAN CHEMISTRY COUNCIL, INC.",≤100
135002490472474,Conor Lamb,CONOR LAMB FOR CONGRESS,≤100
882002415300332,Rockville Women's Center,Rockville Pregnancy Center,≤100
114710126648118,Republican Dogs,Republican Dogs,≤100
237788366660686,Tax March,Tax March,≤100
246193508902973,cut50,Dream Corps,≤100
103156981159122,Beyond Patriots,Beyond Patriots LLC,≤100
8532248414,Wounded Warrior Project,"WOUNDED WARRIOR PROJECT, INC.",≤100
1690071827911682,Cleancult,cleancult,≤100
324119001078997,"Sanford Heisler Sharp, LLP","Sanford Heisler Sharp, LLP",≤100
106136417435051,Iwantmyoceanback,Iwantmyoceanback,≤100
118303441570966,Home Ownership Matters,NATIONAL ASSOCIATION OF REALTORS,≤100
170918006892,G.I. Jobs,Victory Media DBA GI Jobs,≤100
18813753280,Human Rights Campaign,"HUMAN RIGHTS CAMPAIGN, INC.",≤100
133649613319094,A CALL TO MEN,A CALL TO MEN,≤100
2393452334263393,"Andom Ghebreghiorgis for Congress, NY-16",ANDOM FOR CONGRESS,≤100
441889753286654,Cornwell For Congress - NY22,CORNWELL FOR CONGRESS,≤100
134414890148,Georgetown Law,Georgetown Law,≤100
7606381190,Amy Klobuchar,AMY FOR AMERICA,≤100
358113240871900,Nuclear Energy Institute,"NUCLEAR ENERGY INSTITUTE, INC.",744
215689771967950,Plastic Tides,"Plastic Tides, Inc.",≤100
2041795996135616,Shop at Forest,These ads ran without a disclaimer,≤100
21375324480,The Heritage Foundation,HERITAGE FOUNDATION (THE),≤100
15779440092,National Review,"NATIONAL REVIEW, INC.",≤100
231576956961106,Council President Brandon M. Scott,People For Brandon M. Scott Alicia Wilson Treasurer,≤100
90498769709,Edenpure,EdenPURE®,≤100
197760674021143,Indivisible Guide,INDIVISIBLE ACTION,≤100
108970206976,World Vision USA,WORLD VISION INC.,≤100
21492729544,Catholic Relief Services,CATHOLIC RELIEF SERVICES - UNITED STATES CONFERENCE OF CATHOLIC BISHOPS,≤100
555394394483002,Urban Resource Institute,Urban Resource Institute,≤100
197649756923507,KeepItLocalFlorida.org,Keep It Local Florida,≤100
66237904047,Marine Fish Conservation Network,Marine Fish Conservation Network,≤100
9062006483,REI,"RECREATIONAL EQUIPMENT, INC.",≤100
96315553086,Crop Insurance Keeps America Growing,National Crop Insurance Services,≤100
551158678560402,Epimonia,Epimonia LLC,≤100
497348647140658,Point Source Youth,Point Source Youth,≤100
114066205306277,Franciscan Friars of the Atonement,Franciscan Friars of the Atonement,≤100
123397377677195,"School of International Service, AU","School of International Service, American University",≤100
581436541959362,Captain Clay Higgins,CAPTAIN HIGGINS FOR CONGRESS,≤100
25055115099,Intuit,INTUIT INC.,≤100
243510442756370,Justice Democrats,JUSTICE DEMOCRATS PAC,≤100
9324910069,NRSC,NRSC,≤100
1166660030079480,National Democratic Redistricting Committee,National Democratic Redistricting Committee,≤100
109232760538998,Care For Our Earth,Care For Our Earth,≤100
113662872001148,President Trump Fans,President Trump Fan Page,≤100
46196975437,Children's Rights,"CHILDREN'S RIGHTS, INC.",≤100
168876449866088,The Years Project,The Years Project,≤100
451133985355974,Civitas Capital Group,Civitas Capital Group,≤100
654470874584798,Save The Inventor,Innovation Alliance,≤100
1338822066131069,Women's March,Women's March,≤100
81185680159,Kentuckians For The Commonwealth,KENTUCKIANS FOR THE COMMONWEALTH,≤100
374108446391390,Ted Howze for Congress,TED HOWZE FOR CONGRESS 2020,≤100
1470151473238140,Save the Boundary Waters,Northeastern MInnesotans for Wilderness,≤100
514442968569467,Northern Illinois Food Bank,NORTHERN ILLINOIS FOOD BANK,≤100
78299858970,Houston Humane Society,Houston Humane Society,≤100
1640970822834351,Plaine Products,Plaine Products,≤100
142533719528687,Unitas,Steven Bryant Page,≤100
144281776241443,Climate Scorecard,Climate Scorecard,≤100
109259090549237,Yes on National Popular Vote,YES ON NATIONAL POPULAR VOTE,≤100
21834534343,Volunteers of America,"VOLUNTEERS OF AMERICA, INC.",≤100
49978948774,Newsy,Newsy,≤100
1789761207836440,Save the Glass,End of Waste Foundation,≤100
100803741440860,Cool Yang Merch,GETYOUNGANDNOBLEGERBILBUCKS (GETYANGBUCKS),≤100
1020951917927616,GRRRL Clothing,Kortney Kay Olson,≤100
2109637279297531,The Bad Seed,Adam Elia Kidron,≤100
44441577741,Lincoln Park Zoo,"LINCOLN PARK ZOOLOGICAL SOCIETY, THE",≤100
754414031400281,Giselle C. Colavita,These ads ran without a disclaimer,≤100
132141023515366,"National Stop the Violence Alliance, Inc.",Sescily Renee Coney,≤100
289359554914740,We Have A Stake,The ANCOR Foundation,≤100
225449500250,Constellation Political Consulting,Constellation Political,≤100
104135540994022,Make Them Cry Again,Make Them Cry Again,≤100
118916718118531,Feeding America West Michigan,FEEDING AMERICA WEST MICHIGAN,≤100
1374134752633656,New Health Plans,Shop Insurance Plans,≤100
25803945361,Family Equality,FAMILY EQUALITY COUNCIL,≤100
154471447959196,Institute for Veterans and Military Families - IVMF,Institute for Veterans and Military Families,≤100
117521968329803,The Talk On Main St,IT STARTS TODAY,≤100
10498053716,Media Research Center,MEDIA RESEARCH CENTER,≤100
577499385924811,Superior Blue,"Superior Blue Strategies, Inc.",≤100
2161358667507604,Large Ladders,Jacob Edward Arredondo,≤100
48049744053,Food Bank of Central & Eastern North Carolina,"FOOD BANK OF CENTRAL & EASTERN NORTH CAROLINA, INC.",≤100
182079698493370,Portside,Portside,≤100
24330467048,Americans for Prosperity,AMERICANS FOR PROSPERITY,≤100
108519723832934,RAFT,Alexandra Marie Duany Saavedra,≤100
70995214846,Business Roundtable,Business Roundtable,340
384336778589668,Defend Our Constitution,COMMON CAUSE,≤100
328853823844484,Balance of Power,Balance of Power,≤100
104760636770,Vera Institute of Justice,"VERA INSTITUTE OF JUSTICE, INC.",≤100
16223832249,RAINN,"RAPE, ABUSE AND INCEST NATIONAL NETWORK (RAINN)",≤100
128048377208732,Feeding South Dakota,Feeding South Dakota,≤100
571182609571332,NextGen America,NEXTGEN CLIMATE ACTION COMMITTEE,≤100
23516382545,B Corporation,B LAB COMPANY,≤100
121388362246,Goldman Sachs,Goldman Sachs & Co.,≤100
80987211775,Bill Cassidy,Bill Cassidy for US Senate,≤100
116539694161,OneUnited Bank,ONEUNITED BANK,≤100
133722794545,Generosity.org,Brandon Edward Mcrae,≤100
546707688675095,Smart Approaches to Marijuana,SAM Action,≤100
97466887664,Innocence Project,"INNOCENCE PROJECT, INC., THE",≤100
111829986862386,Save The Cid,Bradley C Bruggemann,≤100
6851405967,CREDO Mobile,"CREDO MOBILE, INC.",≤100
1896018690436031,U.S. Mail Not For Sale,AMERICAN POSTAL WORKERS UNION,≤100
80865461794,Public Service Company of Oklahoma (PSO),Whitney Shawn Emerick,≤100
491349724370791,Jack Patrick Lewis,Jack P Lewis,≤100
614134231980299,Veterans Empowered To Protect African Wildlife,VETPAW INC,≤100
160191644025128,Walton Family Foundation,WALTON FAMILY FOUNDATION INC,≤100
38471053686,Elizabeth Warren,"WARREN FOR PRESIDENT, INC.",375
717115395103069,PrintedKicks,Printed Kicks,≤100
59386210330,American Lung Association,AMERICAN LUNG ASSOCIATION,≤100
73970658023,International Rescue Committee,International Rescue Committee,737
123500462249,Oregon Food Bank,"OREGON FOOD BANK, INC.",≤100
133764907211570,Concerned Citizen,Steven Niems,≤100
88248418523,Generation West Virginia,"GENERATION WEST VIRGINIA, INC.",≤100
1290536624348001,Informed Immigrant,FWD.us Education Fund,≤100
661744180680367,National Police Association,"NATIONAL POLICE ASSOCIATION, INC.",≤100
1452551204988299,GoReact,Speakworks Inc,≤100
709491732434343,שורת הדין - Shurat HaDin,Karen Almog,≤100
95135221781,Federal News Network,Federal News Network,≤100
830121337093232,National Democratic Training Committee,NATIONAL DEMOCRATIC TRAINING COMMITTEE PAC,≤100
67626834312,National Women's Law Center,National Women's Law Center,≤100
290548664672,First Liberty,First Liberty Institute,≤100
237477017606,Club for Growth,Club for Growth,≤100
276702939702491,Santa Barbara for Safe & Local Transport,Santa Barbara for Safe and Local Transport,≤100
14226615647,People For the American Way,People For the American Way,≤100
624872801004570,Give a Child a Voice - Eric Erdman,Miguel Dacosta,≤100
556218374525383,Black Lives Matter Tucson,Tiera Jasmine Rainey,≤100
80668957414,GoSili,SiliKids Inc.,≤100
6713653788,Gary Peters,PETERS FOR MICHIGAN,≤100
2407147439348514,Ameristrong,Ameristrong,≤100
56349854459,Parkinson's Foundation,Parkinson's Foundation,≤100
621668134518008,Global March for Elephants and Rhinos,Global March for Eles & Rhinos,≤100
407664862957433,Ammar Campa-Najjar for Congress,AMMAR CAMPA FOR CONGRESS,≤100
348948148522246,MHB - Men Having Babies,"MEN HAVING BABIES, INC.",≤100
134571176638205,One Tree Planted,One Tree Planted,≤100
302182941354,AARP Advocates,AARP,≤100
334101346656000,Amoud Foundation,AMOUD FOUNDATION,≤100
35715544220,Stand.earth,STAND,≤100
103197217821401,Donald J. Trump 2020,Trump Collections,≤100
1916108188466958,Elad Gross For Missouri,Elad Gross For Missouri,≤100
110584643688268,Chander 2020,Balchander Jayaraman,≤100
140614202619821,iCivics,iCivics,≤100
107437303970810,Painted Presidents,"WOW Printing, LLC dba Painted Presidents",≤100
102047517918,The Commonwealth Fund,"COMMONWEALTH FUND, THE",≤100
7263476274,Mercy Corps,Mercy Corps,≤100
110962293652494,Donald Trump Keep America Great 2020 Re-election,Excital,≤100
294196590710262,FWD.us,FWD.us,≤100
202600839762879,I Am Pro-Life,Focus on the Family,≤100
1441722672744792,Their Turn,TheirTurn,≤100
127225910653607,PragerU,PragerU,≤100
1931889363492170,To Move Mountains Projects,These ads ran without a disclaimer,≤100
268017007094,Big Hole Watershed Committee,Tana Marie Nulph,≤100
20787991568,Senate Democrats,DSCC,≤100
267180743723148,National Geographic Society,National Geographic Society,≤100
10766391539,POZ Magazine,"CDM PUBLISHING, LLC",≤100
219224241438635,Compassion & Choices,COMPASSION & CHOICES,≤100
113028392080045,Family Nurturing Center,Family Nurturing Center,≤100
541807025833154,Malala Fund,Malala Fund,≤100
675471506247724,Adair for Congress,ADAIR FOR CONGRESS,≤100
1721467687891795,Partnership for Conservation,Partnership for Conservation,≤100
2036389409806378,Backpage's Role in Prostitution and Trafficking,X Social Media LLC,≤100
114714470495,National Society of Professional Engineers (NSPE),NATIONAL SOCIETY OF PROFESSIONAL ENGINEERS,≤100
99079521422,AFSCME Maryland,AFSCME MARYLAND,≤100
30139072158,CARE,CARE,≤100
513144069179059,Parents for Public Charter Schools,Parents For Public Charter Schools,≤100
110749446963570,Courier,Courier Newsroom,≤100
163965296965203,32BJ SEIU,LOCAL 32 BJ SEIU,≤100
152065518140304,Wildlife Conservation Society,WILDLIFE CONSERVATION SOCIETY,≤100
