Page ID,Page Name,Disclaimer,Amount Spent (USD),Number of Ads in Library
108200143940044,Cameron Koffman for Assembly,Cameron Koffman For Assembly,≤100,1
100788778066469,Dana For Appleton,Dana Lee Johnson,≤100,3
578968325905728,Iowa Four,IOWA FOUR,≤100,3
409015253229946,Melissa Wilson-Williams for Congress,MELISSA WILSON-WILLIAMS CAMPAIGN,≤100,1
288406722101002,Jorge for GA,"Jorge Granados for Georgia, LLC",≤100,1
22872837832,Food Lifeline,FOOD LIFELINE,≤100,2
323591707707048,Contra Costa Republican Party,CONTRA COSTA REPUBLICAN PARTY (FED),≤100,4
37618389051,United Way of Rhode Island,UNITED WAY OF RHODE ISLAND INC,≤100,1
154225105233994,Vanessa Enoch for Congress,COMMITTEE TO ELECT ENOCH,≤100,1
2396932317009986,Coastal Connection,Coastal Connection,≤100,1
191195674423572,Great Plains Tribal Chairmen's Health Board,GREAT PLAINS TRIBAL CHAIRMEN'S HEALTH BOARD,≤100,2
136798876427993,American Campaign for Prevention of Child Abuse & Family Violence,AMERICAN CAMPAIGN FOR PREVENTION OF CHILD ABUSE AND FAMILY VIOLENCE,≤100,1
192609620649,The University of Chicago,The University of Chicago,≤100,5
10134372446,"Catholic Charities of the Diocese of St. Cloud, MN","Catholic Charities of the Diocese of St. Cloud, MN",≤100,2
353030440227,Oakland Zoo,CONSERVATION SOCIETY OF CALIFORNIA,≤100,2
492580167421076,JD Wooten for NC Senate,Citizens for JD Wooten,≤100,1
141334469821599,Shelby Slawson for Texas,Slawson For Texas,≤100,2
57004315683,Trees That Feed Foundation,Trees That Feed Foundation,≤100,1
384006901653736,The Moore Charitable Foundation,Moore Charitable Foundation,≤100,9
1452551204988299,GoReact,Speakworks Inc,≤100,1
149497411782692,Galiher DeRobertis & Waxman LLP,Galiher DeRobertis Waxman,≤100,1
501848263164423,The Commonwealth Policy Center,Richard Ryan Nelson,≤100,2
119891055362589,"Lira Bravo & Martinez Arroyo, PLLC",LIRA BRAVO & MARTINEZ ARROYO PLLC,≤100,2
397447437669420,Miguel "Ricky" Méndez,Miguel "Ricky" Méndez,≤100,3
577499385924811,Superior Blue,"Superior Blue Strategies, Inc.",≤100,1
64872951180,Trail Blazer Software,"Trail Blazer Campaign Services, Inc",≤100,2
1651272545126884,Citizens Alliance of Pennsylvania,Citizens Alliance of Pennsylvania,≤100,3
303779849782259,"Gale A. Brewer, Manhattan Borough President",Manhattan Borough President's Office,≤100,1
117270568319993,NYSUT - A Union of Professionals,New York State United Teachers,≤100,2
2159599404129263,Heritage Wind,Heritage Wind Power,≤100,8
416216049128866,Ellen Beraud for Supervisor,Ellen Beraud for Supervisor 2020,≤100,2
151686754920712,The West Virginia Record,The Record,≤100,3
176789922364429,Steve Daines,STEVE DAINES FOR MONTANA,≤100,5
144850842237429,Independentvoting.org,Independent Voting (IndependentVoting.org),≤100,1
148301425595,Goodwill of Southwestern Pennsylvania,GOODWILL OF SOUTHWESTERN PENNSYLVANIA,≤100,2
2280804308815438,The Press,"The Press Media NYC, LLC",≤100,12
1955953381348064,State Representative Trent Ashby,Texans for Trent Ashby,≤100,1
101575904595636,Tom Haine for State's Attorney,Friends of Tom Haine,≤100,1
1862511410671222,Dana Ferguson for US Congress,FRIENDS OF DANA FERGUSON,≤100,1
109540537128749,Celia Williamson,Celia Williamson,≤100,3
105577574207674,Jayson Lyday For Sheriff,Jayson Lyday for Sheriff,≤100,2
575315866289320,Rinda Baker for Prosecuting Attorney,Committee to Elect Rinda Baker,≤100,1
102377984581168,A Democrat in the Wilderness,Emmanuel Fourakis,≤100,2
1582325982087876,"Tab Bowling, Mayor of The City of Decatur to Re-Elect Tab Bowling, Mayor City of Decatur","Friends to elect Tab Bowling, Sherry Bowling Treasurer",≤100,1
1402589683115811,The Holdsworth Center,The Holdsworth Center,≤100,5
138960819514389,Nevada Senate Republicans,Senate Republican Leadership Conference,≤100,1
1067735749908158,The Nayshun,The Nayshun,≤100,4
1787668898197816,Oklahoma Hospital Association,OKLAHOMA HOSPITAL ASSOCIATION,≤100,1
1789761207836440,Save the Glass,End of Waste Foundation,≤100,2
1415269502052075,Iowa Rural Power,Iowa Rural Power,≤100,1
162704247445711,Dave Hughes,HUGHES FOR CONGRESS,≤100,1
98201257358,"City of Arlington, TX - City Hall","City of Arlington, TX",≤100,5
1464025207184446,Controller Ron Galperin,"Controller Ron Galperin Officeholder Account 2013 249 E Ocean Blvd #685, Long Beach, CA 90802",≤100,1
262801610980092,Blue Edge Strategies,Blue Edge Strategies,≤100,2
45013872425,The Ripon Society,RIPON SOCIETY,≤100,1
510680265702016,Crowned Free,Crowned Free,≤100,4
128551641258085,Melanie Stansbury for NM,Melanie For New Mexico,≤100,1
40102638699,J Street,J STREET INC,≤100,1
508433235840691,Minnesota Bio-Fuels Association,"The Minnesota Bio-Fuels Association, Inc",≤100,1
1993241694113728,Jerry Dyer,Jerry Dyer for Mayor 2020,≤100,1
1577888765679301,Apply-LA,Great Public Schools Now,≤100,6
99079521422,AFSCME Maryland,AFSCME MARYLAND,≤100,2
60751387363,Texas Hospital Association,TEXAS HOSPITAL ASSOCIATION,≤100,3
656088714436457,March for Life Chicago,Kurt T Filla,≤100,4
102124997938447,Conservi-Tees,Chandler Perry,≤100,1
106942680722466,Linda Sun for Judge,Linda Sun for Judge 2020,≤100,2
1865751913675364,I Heart Turtles,These ads ran without a disclaimer,≤100,1
335661477046523,Effective School Solutions,Level Interactive,≤100,3
70090474914,American Farmland Trust,"AMERICAN FARMLAND TRUST, INC",≤100,2
872842866161157,One Nation Design,One Nation Design,≤100,5
213357118685120,Ventana Wilderness Alliance,Michael Sean Splain,≤100,1
106165239414363,Campaign Headquarters,Campaign Headquarters,≤100,2
204243756279385,AFSCME Local 4041,AMERICAN FEDERATION OF STATE COUNTY & MUNICIPAL EMPLOYEES,≤100,2
105176984235237,2020hatsnstuff,Ada L Posey,≤100,3
213254292034436,Out & Equal Workplace Advocates,OUT & EQUAL WORKPLACE ADVOCATES,≤100,1
736291293210031,Travis Central Appraisal District,TRAVIS CENTRAL APPRAISAL DST,≤100,1
338211436811716,PATH Colorado,PATH Colorado,≤100,5
302111635698,National Association of Tax Professionals (NATP),National Association of Tax Professionals,≤100,2
1519963628224634,Scriptures in Use,Scriptures In Use (SIU),≤100,2
118944994930,Supervisor Shirlee Zane,Shirlee Ruth Zane,≤100,2
106559767516191,My Online Cert,These ads ran without a disclaimer,≤100,1
352331505396997,23rd Legislative District Republicans,Mark Robert De Benon,≤100,2
1417599265225727,Southwestern Medical Foundation,Collin M Quick,≤100,2
101580094659577,Eff Yo Couch Cast,Jared H Foles,≤100,1
104888544288782,Jill P. Carter For Congress,Jill Carter,≤100,6
556218374525383,Black Lives Matter Tucson,Tiera Jasmine Rainey,≤100,1
1447452422172945,Cannabis Business Times,Clark Alain Quick,≤100,2
2777578242259790,Great Again Gear,Great Again Gear,≤100,4
277284509503566,Toole for NC,TOOLE FOR NC,≤100,3
55272522353,Animal Rescue League of Iowa,"Animal Rescue League of Iowa, Inc.",≤100,3
188607107843102,Texas Values,TEXAS VALUES,≤100,3
287939431886940,Mo Nehad for Fort Bend County Pct. 3 Constable,M. Nehad Campaign,≤100,4
1488414401283650,The City of Harvey,The City Of Harvey,≤100,2
1702740546663018,Jeremy Farley,Jeremy Elmer Farley,≤100,1
194716997218746,Americans for Prosperity - Oklahoma,AMERICANS FOR PROSPERITY,≤100,1
77903485992,Concerned Women For America LAC,CONCERNED WOMAN FOR AMERICA LEGISLATIVE ACTION COMMITTEE,≤100,1
20809300888,Rick Larsen,CITIZENS TO ELECT RICK LARSEN,≤100,21
296093157932840,The Fulcrum,Issue One,≤100,26
286293101420262,Joe Sam Queen,Joe Queen,≤100,1
1640213549563333,Ballot America,Lenox Augustine Ramsey Jr,≤100,1
377866342810303,SAM Wyoming,SAM Action,≤100,1
22585467017,LATV,"LATV Networks, LLC",≤100,2
240615190244,Young Invincibles,Young Invincibles,≤100,2
934383773267509,Premier Solar NW,Madeline V. Coast,≤100,12
101464921262312,Alaina 2020,Alaina Shearer for Congress,≤100,1
102725511171591,Whatley for Sheriff,David Lee Garrett,≤100,3
2737018759770029,Harry Zamora for Sheriff 2020,Harry Zamora for Sheriff 2020,≤100,2
402488163467483,Charleston FYI,Awesome News Network,≤100,6
49525046576,Texas Equal Access Fund - TEA Fund,National Network of Abortion Funds dba Texas Equal Access Fund,≤100,1
1842341652707472,Legit Politic,Legit Politic,≤100,6
110525106971306,Rich Desmond for Supervisor,Rich Desmond for Supervisor 2020 FPPC 1419486,≤100,1
2352551028300986,Honua Ola,Honua Ola Bioenergy,≤100,1
303680192977564,Andrew Koenig,"Friends of Andrew Koenig, Brooke Koenig, Treasurer",≤100,3
123231045151151,Brian T. Fitzherbert,FITZHERBERT FOR CONGRESS,≤100,1
374562576738652,Rhonda Seth Campaign,Rhonda Seth Campaign,≤100,3
209162759517713,Blue State Consulting,"Blue State Consulting, LLC",≤100,1
101831797915575,Alaskans for Impeachment of President Trump,Lois Nancy Epstein,≤100,2
111264116977731,Ro'Vin Garrett Campaign,Ro'Vin Garrett Campaign,≤100,3
1402630976626068,Adelante con Patricia NM House District 13,Campaign to Elect Patricia Roybal Caballero,≤100,2
952072381545976,Crumiller P.C.,Crumiller P.C.,≤100,5
17382403969,"The Lesbian, Gay, Bisexual & Transgender Community Center","LESBIAN & GAY COMMUNITY SERVICES CENTER, INC.",≤100,4
1613516851999536,Sunrise Movement,Sunrise,≤100,1
104337644377585,Damian Sonsire for County Court Judge,Committee to Elect Damian Sonsire,≤100,3
362070734130110,Give Trump A Chance,David Slossberg,≤100,1
29212140239,RedbankValley.org,Gordon V Barrows,≤100,1
725902877520868,Jay Chaudhuri - NC Senate,Chaudhuri For New NC,≤100,5
114477275237474,Mike Simpson For U.S. Congress,"Simpson for Congress, T. Layne Van Orden, Treasurer",≤100,8
271487666283601,Eugene Neighborhoods Forum,Eugene Neighborhoods Forum,≤100,7
387028015007642,Colorado Citizens Coalition,Colorado Citizens Coalition,≤100,3
169124877249,AARP Virginia,AARP,≤100,1
71966175060,NC Policy Watch,NC Policy Watch,≤100,1
457388651049360,One Florida Foundation,One Florida Foundation,≤100,1
578113565910456,Danny Valdez for State Rep. District 80,Alfredo Agredano Jr.,≤100,5
253409511338907,Cleveland American Heart Association,American Heart Association,≤100,1
484298711624311,Nebraska State Historical Society Foundation,Nebraska State Historical Society Foundation,≤100,1
127520567290836,Push Digital Inc,Push Digital Inc,≤100,6
106567780849346,Make Lynchburg Great Again,Clinton Heath Hunter,≤100,2
208470572507389,Pathfinder Bank,Pathfinder Bank,≤100,8
135183816535888,All-City Solutions,Donn Scott Jr,≤100,2
2147704042159082,Congresswoman Kendra Horn,Office of Rep. Kendra Horn,≤100,1
27139120832,Advancing Native Missions,Advancing Native Missions,≤100,27
405816446641435,Ohio VA Home Benefit Resource,King Family Consulting,≤100,4
916305541854377,Marty Norman Live,Thomas Martin Norman,≤100,2
860290387669478,John Kelly for Colorado State Senate,The Committee To Elect John Kelly,≤100,1
1380451562270974,Re-Elect Dan Harris Montgomery County Commission District #1,Daniel  Harris,≤100,2
138797129475133,American Heart Association - Las Vegas Division,"American Heart Association, Inc.",≤100,1
101402821266664,Simon Dwyer for Archer County Sheriff,William Simon Dwyer,≤100,2
101793917857653,Eric Hanke,HANKE FOR TEXAS,≤100,1
754069418112623,Right Now USA,RIGHT NOW USA,≤100,2
29584007031,Rodney Ellis,Rodney Ellis Re-Election Campaign,≤100,8
177755026139009,State Representative Chip Brown District 105,Chip Brown for State Representative,≤100,1
1846341388989431,Colin Wilhelm For Colorado,Colin Wilhelm For Colorado,≤100,1
125937197447634,ACTA - American Council of Trustees and Alumni,AMERICAN COUNCIL OF TRUSTEES AND ALUMNI,≤100,1
866462300044758,"Mayor George Flaggs, Jr.",City of Vicksburg,≤100,2
108089374013911,Angela Cunningham for Congress,CUNNINGHAM FOR CONGRESS,≤100,1
117507751891,United Poultry Concerns,"UNITED POULTRY CONCERNS, INC",≤100,1
119902316062894,Willhelm for Judge,Kevin Wayne Willhelm,≤100,1
111829986862386,Save The Cid,Bradley C Bruggemann,≤100,1
330503870688520,Darren Bailey for State Senate 55th District,Bailey for Illinois,≤100,2
636665430100381,Robyn Stearns for Supervisor 2020,Stearns for Supervisor 2020,≤100,5
103593314448508,Norman for City Council,John Christopher Norman,≤100,3
240054842698973,Arkansas Good Roads,Arkansas Good Roads Foundation,≤100,1
81372493950,POET,POET,≤100,10
50714237985,The Rutherford Institute,RUTHERFORD INSTITUTE,≤100,12
546707688675095,Smart Approaches to Marijuana,SAM Action,≤100,1
110383730397267,Carbon Bot,"Rasa Technologies, Inc.",≤100,1
36091862898,The Mackinac Center for Public Policy,The Mackinac Center for Public Policy,≤100,3
2382869555319923,Mondaire Jones,MONDAIRE FOR CONGRESS,≤100,8
133931303345903,Zach Klein,Klein Committee,≤100,1
844218765940191,Conservatives for a Great Broken Arrow,Conservatives for a Great Broken Arrow,≤100,1
102894351190571,Dennis Bailey,Dennis Bailey Campaign,≤100,1
801964339916055,Commissioner Jesse Gonzalez,Jesse Gonzalez,≤100,1
234797350658221,John Park - OC Families First,Jong Hee Park,≤100,1
278520456304986,Majority Committee PAC,John Florio,≤100,1
153408513065,Democratic Party of Jefferson County (Wisconsin),Democratic Party of Jefferson County (Wisconsin),≤100,1
102660954492878,Funk For Senate,Funk for Senate,≤100,4
108287947234584,"Mary Baker for 142nd District Judge - Midland, Texas",Mary Wahne Baker,≤100,1
573209409408570,Cook County Record,The Record,≤100,1
196743663140,Baha'is of the United States,National Spiritual Assembly of the Baha'is of the United States,≤100,10
109232760538998,Care For Our Earth,Care For Our Earth,≤100,4
554060668410227,Keep David Cooke District Attorney,Committee to Elect David Cooke,≤100,5
117443068305863,INSS - The Institute for National Security Studies,Scott Bernard Lasensky,≤100,1
1633277453612966,Jacob Aki for City Council,Friends of Jacob Aki,≤100,1
1658135304460341,MANG,Keith Allen Rossin,≤100,1
223315101050132,Waters Kraus & Paul,Waters Kraus & Paul,≤100,6
122300848805,Texas AFL-CIO,Texas AFL-CIO,≤100,2
608841445843873,Step Up For Students,Step Up For Students,≤100,2
100185254660985,Washington County Prosecutor,Washington County Prosecutor,≤100,3
1904202406467284,Rep. Ron Tusler,Office of State Representative Ron Tusler,≤100,1
960045850672105,One More Wave,Ernad Civic,≤100,18
370345423898,Alaska Children's Trust,Alaska Children's Trust,≤100,2
645392368909975,carafem,carafem,≤100,3
117374633008568,Joeletta Barrentine for Circuit Judge,Joeletta Barrentine for Circuit Judge,≤100,1
2222233901440713,Sharon Kalani for Torrance City Council 2020,The Committee to Elect Sharon Kalani for Torrance City Council 2020 FPPC #1418737,≤100,4
298920260604,American Heart Association - Nebraska,American Heart Association,≤100,1
105056767589816,Lisa McClain for Congress,LISA MCCLAIN FOR CONGRESS,≤100,2
227877611392,The Alaska Center,The Alaska Center,≤100,3
102811956433456,Black Shawd,Darell Rhashad Shaw,≤100,1
2457031910977036,Terry Brooks 4 Sheriff,Terry Brooks 4 Sheriff,≤100,2
322843931577520,Jonah Keltner - Lewis County Mayor,Jonah Hines Keltner,≤100,1
230276277419636,"Congressman Neal Dunn, M.D.",Congressman Neal Dunn,≤100,11
101788681181470,Christopher Kershner for Placer County Supervisor,Christopher Mitchell Kershner,≤100,3
1425435377743310,Conversations with Bill Kristol,The Foundation for Constitutional Government,≤100,3
117622166310266,Kathy Swan,Friends of Kathy Swan,≤100,1
119140979493969,Trish for Commish,DeBerry for County Commissioner,≤100,1
327654217373550,Shelly Harris for Illinois Supreme Court Justice,Shelly Harris,≤100,6
160618017317947,Connecticut State Historian,Walter William Woodward,≤100,1
397280557802404,Joel Langlois,LANGLOIS FOR CONGRESS,≤100,17
337490192991981,Grabien,Grabien Inc,≤100,12
434635993263210,"King County, Washington - Government","King County, WA",≤100,11
302718150248207,Wyoming Rural Electric Association,Wyoming Rural Electric Association,≤100,1
151033324940505,The Cruise & Vacation Authority,Mathew Steele Barnard,≤100,1
256570454452074,Michael O'Donnell for Sedgwick County,Michael O'Donnell for Sedgwick County,≤100,1
112703826851979,POTUS Wear,POTUS Wear,≤100,1
2209881609131071,RepresentUs Albany,William J Jr Grayson,≤100,2
1677795959113296,Michigan Term Limits,U.S. Term Limits Inc.,≤100,1
2056485407811667,Clean Energy for Maryland,Energy Media,≤100,6
1547182218709006,Randi Clites,Friends of Randi Clites,≤100,2
237696735844,Acterra: Action for a Healthy Planet,ACTERRA: ACTION FOR A HEALTHY PLANET,≤100,1
105125494225142,Jim Quinn for State House,"Derbocity, LLC",≤100,1
1777642505813951,Harry J Houck,Harry J Houck,≤100,1
102825094533,South Carolina Environmental Law Project - SCELP,South Carolina Environmental Law Project,≤100,1
112287913481898,Cindy Banyai for Florida Congressional District 19,FRIENDS OF CINDY BANYAI,≤100,2
105592959362,Indiana Connection,Indiana Connection,≤100,1
809446499163597,Adrienne Arsht Latin America Center of Atlantic Council,Adrienne Arsht Latin America Center of the Atlantic Council,≤100,1
212009062197107,Higher Heights for America,Aprill Olivia Turner,≤100,1
101589521232053,Dani Brzozowski,DANI FOR ILLINOIS,≤100,1
122571921086301,Jody Hice,Jody Hice for Congress,≤100,1
577492529298094,The Fearless Elephant,John Di Lemme,≤100,1
834806283563802,Domingo Torres Representante Distrito 25,Domingo J. Torres Garcia,≤100,2
362448367714282,Jacksonville Classical Academy,Jacksonville Classical Academy,≤100,2
10150131176905300,"Kansas Electric Cooperatives, Inc.","Kansas Electric Cooperatives, Inc",≤100,1
349238438512731,Team Rick Staples,Rick Staples for State House,≤100,1
1577343232304893,Anne Claflin,Committee to Elect Anne Claflin,≤100,1
1793235224224256,Alan Rivera Prieto / Autor de "ilegales",Alan Eduardo Hugo Rivera Prieto,≤100,1
872048839514938,Financial Advisor Benefits,"Financial Advisor Benefits, INC.",≤100,1
112314223591410,Chad Hobot for State Representative,Friends of Chad Hobot,≤100,1
1535639466707437,Zeke Cohen 2020,Friends of Zeke Cohen,≤100,1
180935778610185,NM State Senator John Sapien,Sapien For Senate,≤100,1
107107693152888,Anthropocene Alliance,ANTHROPOCENE ALLIANCE,≤100,2
101401179944527,Mona Foundation,MONA FOUNDATION,≤100,5
185356589715,Ohio's Electric Cooperatives,Ohio's Electric Cooperatives,≤100,1
378399763000562,Re-Elect Judge Linda Salazar,Mark Anthony Cortez,≤100,1
122773549121265,Nominate President Trump for Nobel Peace Prize,Tarek None Kteleh,≤100,2
105786547526243,"Kali Morgan for Judge - 505th District Family Court, Fort Bend County",Kali Morgan for District Judge,≤100,4
355022521685775,"Hence, The Future Podcast",Matthew Mattimore Cronin,≤100,3
2281210568612715,Sue Hilderbrand for Supervisor,Committee to Elect Sue Hilderbrand,≤100,1
139607626096080,Indiana Electric Cooperatives,Indiana Electric Cooperatives,≤100,1
96481519170,United Way of the Quad Cities,United Way of the Quad Cities,≤100,1
182950308416970,The Missouri Bar,The Missouri Bar,≤100,1
1476185512707815,Spring Lake Heights Republicans,"Committee to Elect Campion, Graetz, Willms 2019",≤100,1
87277126609,Natural Resources Council of Maine,NATURAL RESOURCES COUNCIL OF MAINE INC,≤100,1
563238690508245,Virginia's Electric Cooperatives,Virginia's Electric Cooperatives,≤100,1
141374766260,Kansas Policy Institute,KANSAS POLICY INSTITUTE,≤100,1
151577215422581,Zioness Movement,"Zioness Movement, Inc.",≤100,6
152720876933,Network of enlightened Women (NeW),These ads ran without a disclaimer,≤100,1
6787988478,Physicians for Human Rights,"PHYSICIANS FOR HUMAN RIGHTS, INC.",≤100,9
316796525351760,ARC media,ARC Media,≤100,1
142177004253,Nebraska Rural Electric Association,Nebraska Rural Electric Association,≤100,1
105618920851539,Peaceful Regions,Jamie Sue Henderson,≤100,1
1978425175799250,Hedrick for Hendry Sheriff,"Pete Hedrick, Republican Candidate for Hendry County Sheriff",≤100,1
183484875153093,Kim Monson Show,The Kim Monson Show,≤100,4
193124057765221,Vivid Conscience,These ads ran without a disclaimer,≤100,1
356388968585788,Karm Bains 2020,Tab Berg,≤100,1
103355354485697,Fernando Garcia For Congress,Fernando Garcia,≤100,2
197713457738940,BackWoods Custom LLC,Steven James Wind,≤100,4
228672924002349,Californians for Energy Independence,Californians for Energy Independence,≤100,10
2332887206961207,Panfish Solar,Apex Clean Energy,≤100,6
101248604720303,Land Betterment,These ads ran without a disclaimer,≤100,2
244521769535661,Nichole Williams for Congress,NICHOLE WILLIAMS FOR CONGRESS,≤100,2
2049170775107862,Resistance By Design,Resistance By Design,≤100,1
16534314739,Facing History and Ourselves,"FACING HISTORY AND OURSELVES NATIONAL FOUNDATION, INC.",≤100,1
917112524983505,Syrian Community Network,"SYRIAN COMMUNITY NETWORK, INC.",≤100,1
103686967733416,Beckwith For Congress,BECKWITH FOR CONGRESS,≤100,2
365174366842918,ProSolar Caribbean,Prosolar Caribbean,≤100,1
48570030993,The Lanier Law Firm,Grace Lamb,≤100,1
2342990125720225,Texas Jail Watch,Christoph Blaylock,≤100,1
122412579152223,Kalish for State Rep.,Friends for Kalish,≤100,2
406738752672400,Bob Robinson - Eaton County Treasurer,Eaton County Treasurer,≤100,1
1491310074521850,Cumberland County Young Republican Organization,"Cumberland County Young Republican Organization, Inc.",≤100,2
780993358738144,Jennifer Leeper,Jennifer Leeper 2020,≤100,1
547001672373019,Margaret Dobson for Circuit Judge,Dobson for Judge,≤100,1
919115438185820,George J. Chanos,George Chanos Chanos,≤100,1
197374340229,E2 - Environmental Entrepreneurs,E2 (Environmental Entrepreneurs),≤100,1
106136417435051,Iwantmyoceanback,Iwantmyoceanback,≤100,1
131412770358922,Colorado Fiscal Institute,Colorado Fiscal Institute,≤100,5
103376804451432,Trending Politics,I Love My Freedom,≤100,1
397879150390501,JJ Clemence for Fort Bend Tax Assessor,JJ Clemence Campaign,≤100,3
1639730212934172,"DOVA International Charities, Ltd, 501c3 Non-Profit Charity",Kathleen Louise D'Ovido,≤100,2
116784551693104,CA Senate Republican Caucus,California State Senate Republican Caucus,≤100,1
27426328640,Chris Jenkins for Mayor of West Bend,Christopher Edwin Jenkins,≤100,1
244019182738693,Wilmot Collins for Senate,A WHOLE LOT OF FOLKS FOR WILMOT COLLINS,≤100,7
324199748356197,On Point Facts,Roger Allen Beck,≤100,1
101485754629742,Vote Gabi,VOTE GABI,≤100,1
919966435010882,Petsonk for Attorney General,People for Petsonk Inc,≤100,1
210299135716574,Habitat Charlotte,Corina Frakes Patterson,≤100,2
280965405706900,Page County Indivisible,Page County Indivisible,≤100,3
196606714588194,NDWA Gig Worker Hub,National Domestic Workers Alliance,≤100,2
1597196260595884,David B. Hooten for OKlahoma County Clerk,David Benjamin Hooten,≤100,1
670503989970479,State Representative Jeff Keicher,Friends of Jeff Keicher,≤100,2
150441010891,Fellerman & Ciarimboli,Fellerman & Ciarimboli,≤100,9
1033693476679014,Rep. Casey Weinstein,Friends of Casey Weinstein,≤100,1
6012633110,Communications Workers of America,COMMUNICATIONS WORKERS OF AMERICA WORKING VOICES,≤100,1
998466296865567,Decision Desk HQ,Decision Desk HQ,≤100,1
104924592906497,Rep. Mike Ramone,"Delaware House of Representatives, Republican Caucus",≤100,1
391872261636792,2020unity,"ForFact LLC, DBA 2020unity",≤100,1
443699995981145,Our Maryland,Our Maryland,≤100,1
198001351897,Wounded Warriors Family Support,WOUNDEDWARRIORS FAMILY SUPPORT INC,≤100,1
949729828414777,Respect The Fin,Respect The Fin,≤100,10
101332508022762,Jake Woodford For Mayor of Appleton,Friends of Jake Woodford,≤100,1
199656733991290,Hudson Valley Community Power,"Joule Assets, Inc.",≤100,4
115371986580371,EllipsisWit,EllipsisWit,≤100,1
442530482534990,Carlos Villapudua,Carlos Villapudua for State Assembly District 13 2020,≤100,2
262138411622,Faces of Lawsuit Abuse,US Chamber Institute for Legal Reform,≤100,1
228684130482201,Delegate Michael J. Webert,Michael Webert For Delegate,≤100,1
111543406876278,Blanco for Congress,BLANCO FOR CONGRESS,≤100,1
816623001696262,Milbank Memorial Fund,Milbank Memorial Fund,≤100,5
9268326479,Tim Walberg,WALBERG FOR CONGRESS,≤100,1
304372863074824,Oil & Water Don't Mix,Oil & Water Don't MIx,≤100,1
194930922976,"Jonathan Abboud for State Assembly, District 37 - Ventura & SB",Abboud for Assembly 2020,≤100,3
970301389805884,Ángel “Beto” Pérez,Ana de Lourdes Arocho Sánchez,≤100,1
194386147247266,Nicole Millman Photography,Nicole Janelle Millman,≤100,1
1899825527005398,Tom Fernandez,Thomas Michael Fernandez,≤100,1
422250511163275,REMEDIGAP,Quinn Group LLC,≤100,1
256301411575360,Wheeler for NC Senate 47,David Brian Wheeler,≤100,3
384887132312653,Nick for Tyler,Nick For Tyler,≤100,1
2076135989350743,Blue Tsunami Challenge,Thomas Lee Pullum,≤100,1
101087851352653,ABT 2020: Anyone But Trump,Stuart Craig Snyder,≤100,1
122401195146002,Jerome T Evans,Evans for Minnesota,≤100,4
138251283575336,Citizens Climate Lobby - Slippery Rock,Citizens' Climate Lobby - Slippery Rock Chapter,≤100,1
105109467569666,MARY PÉREZ,MaryForJustice,≤100,2
2098334103808280,Scandrett 4 Sheriff,Reginald B Scandrett,≤100,4
1264775870284364,Catrayel N Wood,Catrayel Wood for Supervisor 2020,≤100,1
98039565779,Public Affairs Council,Public Affairs Council,≤100,2
563081730692263,Chuck Eddy Moderate Republican for Congress 6th District,Charles Everett Eddy,≤100,2
1772855246110382,Kenneth "Kenny" Rotter,Rotter for College Board 2020,≤100,1
695180620899300,Leadership for Arizona,Leadership for Arizona,≤100,1
50540749125,International Orthodox Christian Charities,"INTERNATIONAL ORTHODOX CHRISTIAN CHARITIES, INC.",≤100,2
113051990072307,Duskie for Judge,Steven J Duskie,≤100,1
123635384326141,National Council of Jewish Women (NCJW),NATIONAL COUNCIL OF JEWISH WOMEN INC,≤100,1
48049744053,Food Bank of Central & Eastern North Carolina,"FOOD BANK OF CENTRAL & EASTERN NORTH CAROLINA, INC.",≤100,2
120556592678786,Concerned Citizens of Elk Grove Village,Concerned Citizens of Elk Grove Village,≤100,2
577812748950650,Colchester CT Democratic Town Committee,Colchester Democratic Town Committee,≤100,1
197939553746395,East Bay Democratic Socialists of America,East Bay Democratic Socialists of America,≤100,1
2584186891809661,Dr. John Kruse,"Wasabi Publicity, Inc.",≤100,1
103716074453987,Saint Dymphna's Church,William T Mccann,≤100,1
114289029948093,Denny Doyle,Friends to Re-elect Mayor Denny Doyle,≤100,1
114710126648118,Republican Dogs,Trump Collars,≤100,1
179381115451109,Bridge Magazine,CENTER FOR MICHIGAN THE,≤100,1
103498400994025,Misión de Caridad,Jean Marie Sicurella,≤100,2
30168234791,California Health Care Foundation,CALIFORNIA HEALTH CARE FOUNDATION,≤100,1
42643626889,United Way of the Southern Tier,UNITED WAY OF SOUTHERN TIER,≤100,2
595069717579094,State Representative Mike Smith,"Delaware State House of Representatives, Republican Caucus",≤100,1
578594492158101,Wisconsin State Representative Dan Knodl,Office of Wisconsin State Representative Dan Knodl,≤100,1
344830729330699,Rep. Stephen Owens - Kansas 74th House District,Stephen Owens for 74th House District,≤100,2
105023768642,U.S. Chamber Institute for Legal Reform,US Chamber Institute for Legal Reform,≤100,1
103446009808,CASA of Yellowstone County,"YELLOWSTONE CASA, INC.",≤100,2
63240625785,National Immigration Forum,NATIONAL IMMIGRATION FORUM,≤100,1
107545633933686,Delia Haak,Delia Haak for State Representative,≤100,2
277300532288935,"Jaime Andrade, State Representative, 40th District",FRIENDS OF JAIME M ANDRADE JR ON BEHALF OF STATE REP JAIME ANDRADE,≤100,6
152852718111978,All-Star Motivation.com,All-Star Motivation,≤100,5
2338804136409050,Macek For Sheriff,Macek For Sheriff,≤100,2
